,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
600,Ema Twumasi,gh GHA,DFMF,FC Dallas,21,1997,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.41,0,0.41,0.41,0.41,Matches,9ca4b140
601,Przemyslaw Tyton,pl POL,GK,FC Cincinnati,32,1987,15,15,1350,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1fa85681
602,Victor Ulloa,us USA,MF,FC Cincinnati,26,1992,26,22,1944,21.6,1,1,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,0.3,0.3,1.7,2,0.01,0.08,0.09,0.01,0.09,Matches,e7056f05
603,Maximiliano Urruti,ar ARG,FW,Montreal Impact,27,1991,31,27,2433,27,4,6,3,1,1,5,1,0.15,0.22,0.37,0.11,0.33,4.5,3.8,2.7,6.5,0.17,0.1,0.27,0.14,0.24,Matches,6c8fb474
604,Zarek Valentin,pr PUR,DF,Portland Timbers,27,1991,21,17,1625,18.1,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.5,0.5,0,0.03,0.03,0,0.03,Matches,f0d23e7b
605,Diego Valeri,ar ARG,MFFW,Portland Timbers,32,1986,31,29,2595,28.8,8,8,6,2,4,4,0,0.28,0.28,0.55,0.21,0.49,8.4,5.2,8.4,13.5,0.29,0.29,0.58,0.18,0.47,Matches,31da63ad
606,Florian Valot,fr FRA,MFFW,NY Red Bulls,25,1993,2,2,124,1.4,0,1,0,0,0,0,0,0,0.73,0.73,0,0.73,0,0,0.3,0.3,0,0.25,0.25,0,0.25,Matches,ad454d78
607,Peter-Lee Vassell,jm JAM,MF,Los Angeles FC,20,1998,6,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,0.2,0.29,0.49,0.2,0.49,Matches,f757c700
608,Brandon Vazquez,us USA,FW,Atlanta Utd,20,1998,11,7,638,7.1,2,1,1,1,1,1,0,0.28,0.14,0.42,0.14,0.28,3,2.3,1.1,3.4,0.43,0.16,0.59,0.32,0.48,Matches,c570cf22
609,Carlos Vela,mx MEX,FW,Los Angeles FC,29,1989,31,31,2723,30.3,34,10,25,9,11,1,0,1.12,0.33,1.45,0.83,1.16,25.2,16.8,11.4,28.2,0.83,0.38,1.21,0.55,0.93,Matches,e0cd04e0
610,Lucas Venuto,br BRA,FW,Vancouver,24,1995,22,12,1136,12.6,3,1,3,0,0,3,0,0.24,0.08,0.32,0.24,0.32,2,2,1.9,3.9,0.16,0.15,0.31,0.16,0.31,Matches,6be86f3d
611,Matías Vera,ar ARG,MF,Houston Dynamo,23,1995,30,30,2634,29.3,0,1,0,0,0,10,1,0,0.03,0.03,0,0.03,0.9,0.9,0.6,1.5,0.03,0.02,0.05,0.03,0.05,Matches,fe529f25
612,Jorge Villafaña,us USA,DF,Portland Timbers,29,1989,23,22,1943,21.6,0,4,0,0,0,0,0,0,0.19,0.19,0,0.19,0.4,0.4,2.2,2.7,0.02,0.1,0.12,0.02,0.12,Matches,32337fb2
613,Héctor Villalba,py PAR,FWMF,Atlanta Utd,24,1994,20,10,940,10.4,1,3,1,0,0,0,0,0.1,0.29,0.38,0.1,0.38,3.3,3.3,2.3,5.6,0.32,0.22,0.54,0.32,0.54,Matches,22aecad6
614,Sam Vines,us USA,DF,Colorado Rapids,19,1999,26,23,2151,23.9,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.01,0.02,0.02,0.01,0.02,Matches,2d6e535f
615,Kai Wagner,de GER,DF,Philadelphia,21,1997,30,30,2689,29.9,0,6,0,0,0,6,1,0,0.2,0.2,0,0.2,0.3,0.3,3.5,3.8,0.01,0.12,0.13,0.01,0.13,Matches,fdc715d9
616,Rodney Wallace,cr CRC,DF,Sporting KC,30,1988,1,1,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4fe634dd
617,Akeem Ward,us USA,DF,D.C. United,23,1996,1,1,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0e854aae
618,Kendall Waston,cr CRC,DF,FC Cincinnati,31,1988,25,24,2175,24.2,1,0,1,0,0,10,1,0.04,0,0.04,0.04,0.04,1.3,1.3,0.1,1.4,0.05,0.01,0.06,0.05,0.06,Matches,02ea59b0
619,Quentin Westberg,us USA,GK,Toronto FC,32,1986,28,28,2504,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5480ae05
620,Brian White,us USA,FW,NY Red Bulls,22,1996,19,17,1336,14.8,8,1,8,0,0,1,0,0.54,0.07,0.61,0.54,0.61,6.4,6.4,1.1,7.5,0.43,0.07,0.51,0.43,0.51,Matches,54c948de
621,JJ Williams,us USA,FW,Columbus Crew,21,1998,7,3,327,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,0.2,0.03,0.22,0.2,0.22,Matches,d04dba18
622,Josh Williams,us USA,DF,Columbus Crew,30,1988,16,15,1278,14.2,2,0,2,0,0,2,0,0.14,0,0.14,0.14,0.14,0.6,0.6,0.1,0.7,0.04,0,0.05,0.04,0.05,Matches,06098bfc
623,Romario Williams,jm JAM,FWDF,Atlanta Utd,24,1994,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.19,0.45,0.64,0.19,0.64,Matches,d961761c
624,Romario Williams,jm JAM,FWMF,Columbus Crew,24,1994,7,1,127,1.4,1,0,1,0,0,0,0,0.71,0,0.71,0.71,0.71,0.5,0.5,0.4,0.9,0.33,0.29,0.62,0.33,0.62,Matches,d961761c
625,Eryk Williamson,us USA,MFFW,Portland Timbers,21,1997,7,3,234,2.6,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0,0.6,0.25,0,0.25,0.25,0.25,Matches,e0364352
626,Joe Willis,us USA,GK,Houston Dynamo,30,1988,27,27,2430,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.01,0.01,0,0.01,Matches,467f09c8
627,Danny Wilson,sct SCO,MFDF,Colorado Rapids,27,1991,20,15,1328,14.8,2,1,2,0,0,4,0,0.14,0.07,0.2,0.14,0.2,2.1,2.1,0.3,2.4,0.14,0.02,0.16,0.14,0.16,Matches,9cfe9254
628,Henry Wingo,us USA,FW,Seattle,23,1995,6,2,202,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0.04,0.2,0.25,0.04,0.25,Matches,0362c29e
629,Chris Wondolowski,us USA,FW,San Jose,36,1983,32,24,1977,22,15,2,15,0,0,3,1,0.68,0.09,0.77,0.68,0.77,14,14,1.9,15.9,0.64,0.09,0.72,0.64,0.72,Matches,37f46eda
630,Andrew Wooten,us USA,FW,Philadelphia,29,1989,7,4,352,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0.2,1.5,0.33,0.05,0.39,0.33,0.39,Matches,dacc061c
631,Brian Wright,ca CAN,FWMF,New England,23,1995,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9d44880d
632,Bradley Wright-Phillips,eng ENG,FW,NY Red Bulls,33,1985,24,9,1110,12.3,2,1,2,0,0,3,0,0.16,0.08,0.24,0.16,0.24,3.7,3.7,1.7,5.4,0.3,0.14,0.44,0.3,0.44,Matches,9bb42ab8
633,Deklan Wynne,nz NZL,DF,Colorado Rapids,23,1995,11,11,916,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01,Matches,6088d2d9
634,Griffin Yow,us USA,FW,D.C. United,16,2002,2,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ddd5cf39
635,Jackson Yueill,us USA,MF,San Jose,21,1997,32,29,2669,29.7,3,4,3,0,0,2,0,0.1,0.13,0.24,0.1,0.24,2.2,2.2,3.4,5.6,0.08,0.11,0.19,0.08,0.19,Matches,7dce16bf
636,Wilfried Zahibo,cf CTA,MF,New England,25,1993,24,18,1505,16.7,1,1,1,0,0,8,1,0.06,0.06,0.12,0.06,0.12,1.2,1.2,0.5,1.6,0.07,0.03,0.1,0.07,0.1,Matches,784ec3de
637,Renzo Zambrano,ve VEN,MF,Portland Timbers,24,1994,10,9,783,8.7,0,0,0,0,0,4,1,0,0,0,0,0,0.4,0.4,0.3,0.7,0.04,0.03,0.08,0.04,0.08,Matches,526bf96c
638,Gyasi Zardes,us USA,FW,Columbus Crew,27,1991,28,28,2473,27.5,13,2,10,3,3,0,0,0.47,0.07,0.55,0.36,0.44,13.8,11.5,2,13.5,0.5,0.07,0.57,0.42,0.49,Matches,09ae7f92
639,Eriq Zavaleta,sv SLV,DF,Toronto FC,26,1992,16,11,1017,11.3,0,0,0,0,0,3,1,0,0,0,0,0,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,Matches,edbfbb3f
640,Gedion Zelalem,us USA,MF,Sporting KC,22,1997,9,5,435,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.05,0.02,0.07,0.05,0.07,Matches,b15ac68f
641,Rodolfo Zelaya,sv SLV,FW,Los Angeles FC,30,1988,4,1,120,1.3,1,0,1,0,0,0,0,0.75,0,0.75,0.75,0.75,1,1,0.1,1,0.72,0.06,0.78,0.72,0.78,Matches,a2bffddb
642,Adrian Zendejas,mx MEX,GK,Sporting KC,23,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d52cd2a0
643,Reto Ziegler,ch SUI,DF,FC Dallas,33,1986,32,32,2880,32,5,0,1,4,5,6,0,0.16,0,0.16,0.03,0.03,5.3,1.5,0.4,1.9,0.17,0.01,0.18,0.05,0.06,Matches,facb3c57
644,Walker Zimmerman,us USA,DF,Los Angeles FC,25,1993,25,25,2165,24.1,1,0,1,0,0,8,1,0.04,0,0.04,0.04,0.04,1.1,1.1,0.4,1.5,0.05,0.02,0.06,0.05,0.06,Matches,220fa883
645,Ethan Zubak,us USA,MFFW,LA Galaxy,20,1998,3,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,1.44,0.26,1.7,1.44,1.7,Matches,9f39b6cf
646,Graham Zusi,us USA,DF,Sporting KC,32,1986,27,26,2351,26.1,0,1,0,0,0,5,0,0,0.04,0.04,0,0.04,1.3,1.3,3.9,5.2,0.05,0.15,0.2,0.05,0.2,Matches,9ba42447
