,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
238,Felipe Gutiérrez,cl CHI,MF,Sporting KC,28,1990,32,31,2716,30.2,12,1,7,5,6,11,0,0.4,0.03,0.43,0.23,0.27,9.5,4.9,4.9,9.8,0.31,0.16,0.48,0.16,0.33,Matches,80ae314a
239,Jeremiah Gutjahr,us USA,DF,Chicago Fire,21,1997,8,5,503,5.6,0,1,0,0,0,1,0,0,0.18,0.18,0,0.18,0,0,0.3,0.4,0.01,0.07,0.08,0.01,0.08,Matches,4992dee0
240,Andrew Gutman,us USA,DF,FC Cincinnati,22,1996,8,5,483,5.4,0,1,0,0,0,2,0,0,0.19,0.19,0,0.19,0.2,0.2,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches,b7a23251
241,Brad Guzan,us USA,GK,Atlanta Utd,34,1984,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d899e3bf
242,David Guzmán,cr CRC,MF,Portland Timbers,28,1990,5,4,348,3.9,0,1,0,0,0,0,0,0,0.26,0.26,0,0.26,0.2,0.2,1.3,1.4,0.04,0.33,0.37,0.04,0.37,Matches,bb62beaa
243,David Guzmán,cr CRC,MF,Columbus Crew,28,1990,16,13,1137,12.6,0,0,0,0,0,6,0,0,0,0,0,0,0.7,0.7,0.4,1.2,0.06,0.04,0.09,0.06,0.09,Matches,bb62beaa
244,Edwin Gyasi,gh GHA,FW,FC Dallas,27,1991,4,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0.03,0.13,0.1,0.13,Matches,a23ebf35
245,Joe Gyau,us USA,FWMF,FC Cincinnati,26,1992,8,5,461,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0.6,0.6,0.1,0.6,0.11,0.01,0.12,0.11,0.12,Matches,3511b4f8
246,Justin Haak,us USA,MFFW,NYCFC,17,2001,3,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c644e140
247,Nick Hagglund,us USA,DF,FC Cincinnati,26,1992,22,20,1803,20,0,0,0,0,0,2,0,0,0,0,0,0,0.9,0.9,0.1,1,0.04,0.01,0.05,0.04,0.05,Matches,39632554
248,Marlon Hairston,us USA,FW,Houston Dynamo,24,1994,12,5,412,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.3,0.16,0.12,0.28,0.16,0.28,Matches,1d531c57
249,Siad Haji,so SOM,MFDF,San Jose,19,1999,4,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9212f1cb
250,Niko Hämäläinen,fi FIN,DF,Los Angeles FC,21,1997,3,1,96,1.1,0,1,0,0,0,0,0,0,0.94,0.94,0,0.94,0,0,0,0,0,0.02,0.02,0,0.02,Matches,4435db1e
251,Bill Hamid,us USA,GK,D.C. United,28,1990,33,33,2970,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01,Matches,012fc030
252,Jordan Hamilton,ca CAN,FW,Toronto FC,22,1996,14,7,624,6.9,4,0,4,0,0,0,0,0.58,0,0.58,0.58,0.58,4.1,4.1,0.2,4.3,0.59,0.03,0.62,0.59,0.62,Matches,d80a3a57
253,Jordan Hamilton,ca CAN,FW,Columbus Crew,22,1996,4,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.15,0,0.15,0.15,0.15,Matches,d80a3a57
254,Niko Hansen,dk DEN,MFFW,Houston Dynamo,24,1994,4,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.14,0,0.14,0.14,0.14,Matches,9bebd450
255,Niko Hansen,dk DEN,MFDF,Columbus Crew,24,1994,9,2,252,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.07,0.07,0,0.07,Matches,9bebd450
256,Jordan Harvey,us USA,DF,Los Angeles FC,35,1984,30,28,2359,26.2,1,4,1,0,0,4,0,0.04,0.15,0.19,0.04,0.19,1.1,1.1,2.2,3.3,0.04,0.09,0.13,0.04,0.13,Matches,bb78f8a5
257,Nicolas Hasler,li LIE,DF,Chicago Fire,27,1991,3,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.03,0.06,0.09,0.03,0.09,Matches,bac7a52f
258,Nicolas Hasler,li LIE,DF,Sporting KC,27,1991,9,7,636,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.01,0.09,0.1,0.01,0.1,Matches,bac7a52f
259,Jacori Hayes,us USA,MF,FC Dallas,23,1995,19,8,854,9.5,0,2,0,0,0,1,0,0,0.21,0.21,0,0.21,0.4,0.4,0.4,0.7,0.04,0.04,0.08,0.04,0.08,Matches,d2173b7b
260,Héber,br BRA,FW,NYCFC,27,1991,22,18,1573,17.5,15,3,15,0,0,1,0,0.86,0.17,1.03,0.86,1.03,9.9,9.9,2,11.9,0.6,0.12,0.72,0.6,0.72,Matches,d552c4a1
261,Matt Hedges,us USA,DF,FC Dallas,28,1990,33,33,2883,32,1,0,1,0,0,5,1,0.03,0,0.03,0.03,0.03,1.5,1.5,0.6,2.1,0.05,0.02,0.07,0.05,0.07,Matches,5e2a4d0e
262,Doneil Henry,ca CAN,DF,Vancouver,25,1993,25,24,2123,23.6,4,0,4,0,0,3,0,0.17,0,0.17,0.17,0.17,1.1,1.1,0,1.1,0.05,0,0.05,0.05,0.05,Matches,22636117
263,Fabian Herbers,de GER,MFFW,Chicago Fire,25,1993,17,7,780,8.7,3,1,3,0,0,3,0,0.35,0.12,0.46,0.35,0.46,1.9,1.9,1.1,3,0.22,0.12,0.34,0.22,0.34,Matches,5cbf5ccd
264,Felipe Hernandez,us USA,MF,Sporting KC,20,1998,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,31a4d0b8
265,Aaron Herrera,us USA,DF,Real Salt Lake,21,1997,32,31,2768,30.8,0,3,0,0,0,7,1,0,0.1,0.1,0,0.1,0.6,0.6,2.3,2.9,0.02,0.07,0.09,0.02,0.09,Matches,d86e3070
266,Federico Higuaín,ar ARG,MF,Columbus Crew,34,1984,14,13,1129,12.5,1,3,1,0,1,2,0,0.08,0.24,0.32,0.08,0.32,2.1,1.4,2.5,3.9,0.17,0.2,0.37,0.11,0.31,Matches,ef8fc24c
267,Cristian Higuita,co COL,MF,Orlando City,25,1994,9,7,643,7.1,0,0,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.03,0.02,0.05,0.03,0.05,Matches,0f31b38b
268,Danny Hoesen,nl NED,FWMF,San Jose,28,1991,30,12,1478,16.4,5,3,5,0,0,1,0,0.3,0.18,0.49,0.3,0.49,8.2,8.2,3.1,11.3,0.5,0.19,0.69,0.5,0.69,Matches,5ef1939b
269,Ryan Hollingshead,us USA,DF,FC Dallas,27,1991,34,33,2960,32.9,6,1,6,0,0,3,0,0.18,0.03,0.21,0.18,0.21,3.8,3.8,2,5.8,0.12,0.06,0.18,0.12,0.18,Matches,28b58797
270,Erik Holt,us USA,DF,Real Salt Lake,22,1996,5,5,370,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3677d047
271,Shandon Hopeau,us USA,FW,Seattle,20,1998,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,74828ac5
272,André Horta,pt POR,MF,Los Angeles FC,22,1996,4,2,184,2,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.11,0.04,0.15,0.11,0.15,Matches,951f1739
273,Tim Howard,us USA,GK,Colorado Rapids,39,1979,25,25,2159,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c444465e
274,Justin Hoyte,tt TRI,DF,FC Cincinnati,34,1984,17,16,1476,16.4,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,0.01,0.01,0,0.01,Matches,b57b7582
275,Erik Hurtado,us USA,FW,Sporting KC,28,1990,13,8,816,9.1,2,0,2,0,0,1,0,0.22,0,0.22,0.22,0.22,3.3,3.3,0.4,3.7,0.37,0.04,0.41,0.37,0.41,Matches,b11e6f2b
276,Emerson Hyndman,us USA,MFFW,Atlanta Utd,22,1996,15,10,987,11,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.6,1.6,0.9,2.5,0.15,0.08,0.22,0.15,0.22,Matches,3be1a627
277,Miguel Ibarra,us USA,FWMF,Minnesota Utd,28,1990,22,16,1506,16.7,1,1,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,2.4,2.4,2.4,4.8,0.14,0.14,0.29,0.14,0.29,Matches,f6756592
278,Romario Ibarra,ec ECU,FW,Minnesota Utd,24,1994,8,4,380,4.2,2,0,2,0,0,1,0,0.47,0,0.47,0.47,0.47,1.2,1.2,0.2,1.4,0.28,0.05,0.34,0.28,0.34,Matches,b494ccf5
279,Sebastien Ibeagha,us USA,DF,NYCFC,27,1992,23,11,1117,12.4,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,Matches,41ba8175
280,Zlatan Ibrahimovic,se SWE,FW,LA Galaxy,37,1981,29,29,2610,29,30,7,24,6,7,7,0,1.03,0.24,1.28,0.83,1.07,22.8,17.3,6.4,23.7,0.79,0.22,1.01,0.6,0.82,Matches,4cde5509
281,Ilsinho,br BRA,FWMF,Philadelphia,33,1985,28,7,1094,12.2,5,5,5,0,0,2,0,0.41,0.41,0.82,0.41,0.82,2.5,2.4,2.8,5.1,0.21,0.23,0.43,0.19,0.42,Matches,aa8683ae
282,Hwang In-beom,kr KOR,MF,Vancouver,22,1996,34,31,2806,31.2,3,3,2,1,1,6,0,0.1,0.1,0.19,0.06,0.16,3.1,2.3,3.7,6,0.1,0.12,0.22,0.07,0.19,Matches,92fa5d28
283,Clint Irwin,us USA,GK,Colorado Rapids,29,1989,11,9,901,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c1205184
284,Andreas Ivan,ro ROU,FWMF,NY Red Bulls,24,1995,12,5,490,5.4,1,2,1,0,0,0,0,0.18,0.37,0.55,0.18,0.55,1.2,1.2,0.5,1.6,0.21,0.09,0.3,0.21,0.3,Matches,8bf58a80
285,Niki Jackson,us USA,FWMF,Colorado Rapids,23,1995,4,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.2,0,0.2,0.2,0.2,Matches,c194d248
286,Anthony Jackson-Hamel,ca CAN,FW,Montreal Impact,25,1993,16,6,623,6.9,3,0,3,0,0,0,0,0.43,0,0.43,0.43,0.43,1.8,1.8,0.6,2.5,0.27,0.09,0.36,0.27,0.36,Matches,c9871e2b
287,Modou Jadama,us USA,DF,Portland Timbers,24,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0cbd9569
288,Dejan Jakovic,ca CAN,DF,Los Angeles FC,33,1985,3,2,181,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,01d36542
289,Robin Jansson,se SWE,DF,Orlando City,27,1991,28,28,2420,26.9,0,0,0,0,0,6,1,0,0,0,0,0,0.8,0.8,0,0.8,0.03,0,0.03,0.03,0.03,Matches,8ca5c176
290,Leonardo Jara,ar ARG,DF,D.C. United,27,1991,30,25,2290,25.4,1,5,1,0,0,5,0,0.04,0.2,0.24,0.04,0.24,1.5,1.5,2.4,3.9,0.06,0.09,0.15,0.06,0.15,Matches,688aaca2
291,Hector Jiménez,us USA,DF,Columbus Crew,30,1988,23,19,1619,18,1,2,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,0.6,0.6,1.6,2.2,0.03,0.09,0.12,0.03,0.12,Matches,2dc1e90e
292,Sam Johnson,lr LBR,FW,Real Salt Lake,25,1993,24,15,1299,14.4,9,0,9,0,0,1,0,0.62,0,0.62,0.62,0.62,4.6,4.6,0.3,4.9,0.32,0.02,0.34,0.32,0.34,Matches,c423d845
293,Sean Johnson,us USA,GK,NYCFC,29,1989,29,29,2610,29,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c164335e
294,Will Johnson,ca CAN,MF,Orlando City,32,1987,21,20,1692,18.8,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,1.8,1.8,0.4,2.2,0.1,0.02,0.12,0.09,0.12,Matches,83d80410
295,DeJuan Jones,us USA,DFMF,New England,21,1997,20,14,1297,14.4,1,0,1,0,0,0,0,0.07,0,0.07,0.07,0.07,1.5,0.8,0.8,1.5,0.1,0.05,0.15,0.05,0.1,Matches,10d1139c
296,Derrick Jones,us USA,MF,Philadelphia,21,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,93c92d6c
297,Joevin Jones,tt TRI,FWDF,Seattle,27,1991,17,9,923,10.3,0,2,0,0,0,2,0,0,0.2,0.2,0,0.2,0.4,0.4,1.7,2.1,0.04,0.16,0.2,0.04,0.2,Matches,fc23d956
298,Mathias Jørgensen,dk DEN,FWMF,NY Red Bulls,18,2000,5,1,120,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.14,0,0.14,0.14,0.14,Matches,a854969f
299,Judson,br BRA,MF,San Jose,25,1993,27,23,1909,21.2,1,0,1,0,0,10,0,0.05,0,0.05,0.05,0.05,0.8,0.8,0.5,1.3,0.04,0.02,0.06,0.04,0.06,Matches,e1535f82
300,Florian Jungwirth,de GER,DF,San Jose,30,1989,30,30,2670,29.7,0,1,0,0,0,4,0,0,0.03,0.03,0,0.03,1.1,1.1,0.1,1.3,0.04,0,0.04,0.04,0.04,Matches,f179c207
301,Vitor Junior,br BRA,DFFW,LA Galaxy,30,1989,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,bbdc19f2
302,Kaku,py PAR,MF,NY Red Bulls,24,1995,26,21,1924,21.4,5,4,5,0,0,0,2,0.23,0.19,0.42,0.23,0.42,3.7,3.7,6.6,10.3,0.18,0.31,0.48,0.18,0.48,Matches,cb01ad74
303,Brent Kallman,us USA,DF,Minnesota Utd,28,1990,16,14,1283,14.3,0,1,0,0,0,2,0,0,0.07,0.07,0,0.07,0.1,0.1,0.4,0.6,0.01,0.03,0.04,0.01,0.04,Matches,2b24702b
304,Kei Kamara,sl SLE,FW,Colorado Rapids,34,1984,29,29,2539,28.2,14,1,10,4,7,5,1,0.5,0.04,0.53,0.35,0.39,16.6,11.3,2.3,13.6,0.59,0.08,0.67,0.4,0.48,Matches,6e3f3809
305,Ola Kamara,no NOR,FW,D.C. United,29,1989,5,3,256,2.8,3,0,3,0,0,0,0,1.05,0,1.05,1.05,1.05,1.3,1.3,0.2,1.6,0.47,0.08,0.56,0.47,0.56,Matches,e134351a
306,Johan Kappelhof,nl NED,DF,Chicago Fire,28,1990,29,29,2560,28.4,0,1,0,0,0,5,0,0,0.04,0.04,0,0.04,0.5,0.5,0.5,1,0.02,0.02,0.04,0.02,0.04,Matches,465015a5
307,Guram Kashia,ge GEO,DF,San Jose,31,1987,23,21,1907,21.2,0,0,0,0,0,2,0,0,0,0,0,0,1.5,1.5,0.2,1.7,0.07,0.01,0.08,0.07,0.08,Matches,a81f4896
308,Aleksandar Katai,rs SRB,FWMF,Chicago Fire,27,1991,29,24,2100,23.3,6,6,6,0,0,3,1,0.26,0.26,0.51,0.26,0.51,5.5,5.5,8.4,13.8,0.23,0.36,0.59,0.23,0.59,Matches,d5127c3f
309,Mark-Anthony Kaye,ca CAN,MF,Los Angeles FC,24,1994,31,27,2499,27.8,4,8,4,0,0,7,0,0.14,0.29,0.43,0.14,0.43,2.8,2.8,6.1,8.9,0.1,0.22,0.32,0.1,0.32,Matches,36a38acd
310,Kim Kee-hee,kr KOR,DF,Seattle,29,1989,30,30,2603,28.9,0,1,0,0,0,6,0,0,0.03,0.03,0,0.03,1.8,1.8,0.5,2.3,0.06,0.02,0.08,0.06,0.08,Matches,46c6ba76
311,Aboubacar Keita,us USA,DF,Columbus Crew,18,2000,10,8,802,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02,Matches,85fbf1e4
312,Jon Kempin,us USA,GK,Columbus Crew,25,1993,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,063adc5e
313,Jasser Khemiri,tn TUN,DF,Vancouver,21,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,f3513a46
314,Daniel Kinumbe,ca CAN,DF,Montreal Impact,19,1999,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,269fc178
315,Perry Kitchen,us USA,MF,LA Galaxy,26,1992,8,6,573,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.06,0.06,0,0.06,Matches,19ec49ee
316,Sacha Kljestan,us USA,MFFW,Orlando City,33,1985,23,13,1359,15.1,1,3,1,0,0,3,1,0.07,0.2,0.26,0.07,0.26,2.1,2.1,2,4.1,0.14,0.13,0.27,0.14,0.27,Matches,73682895
317,Brad Knighton,us USA,GK,New England,33,1985,8,7,663,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9903a3cb
318,Kevin Kratz,de GER,MF,Atlanta Utd,32,1987,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,efb1f5cf
319,Damir Kreilach,hr CRO,MFFW,Real Salt Lake,29,1989,32,32,2656,29.5,6,4,5,1,1,6,1,0.2,0.14,0.34,0.17,0.3,5.2,4.4,3.8,8.2,0.18,0.13,0.3,0.15,0.28,Matches,068be155
320,Bojan Krkic,es ESP,MFFW,Montreal Impact,28,1990,8,7,606,6.7,3,0,3,0,0,0,0,0.45,0,0.45,0.45,0.45,2.1,2.1,0.6,2.7,0.31,0.09,0.4,0.31,0.4,Matches,9fa0a0b8
321,Ken Krolicki,us USA,MF,Montreal Impact,22,1996,10,5,528,5.9,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.2,0.4,0.02,0.04,0.06,0.02,0.06,Matches,067ea004
322,Kenneth Kronholm,de GER,GK,Chicago Fire,33,1985,20,20,1800,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e3b198bc
323,Connor Lade,us USA,DF,NY Red Bulls,29,1989,11,10,845,9.4,1,1,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,0.2,0.2,0.4,0.6,0.02,0.04,0.07,0.02,0.07,Matches,3629e2e6
324,Roland Lamah,be BEL,MFFW,FC Cincinnati,31,1987,28,22,1778,19.8,1,3,1,0,0,0,1,0.05,0.15,0.2,0.05,0.2,2.3,2.3,2.2,4.5,0.12,0.11,0.23,0.12,0.23,Matches,336a36fb
325,Matt Lampson,us USA,GK,LA Galaxy,29,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,44a7dc84
326,Foster Langsdorf,us USA,FW,Portland Timbers,23,1995,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,48319bb3
327,Lassi Lappalainen,fi FIN,MFFW,Montreal Impact,20,1998,11,8,682,7.6,5,0,5,0,0,0,0,0.66,0,0.66,0.66,0.66,3,3,0.1,3.1,0.39,0.02,0.41,0.39,0.41,Matches,bcb2282d
328,Jeff Larentowicz,us USA,MF,Atlanta Utd,35,1983,27,15,1473,16.4,0,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03,Matches,0c3f9d7f
329,Richie Laryea,ca CAN,DF,Toronto FC,24,1995,20,16,1466,16.3,1,2,1,0,0,6,0,0.06,0.12,0.18,0.06,0.18,1.3,1.3,1.7,3,0.08,0.11,0.19,0.08,0.19,Matches,276fdbe4
330,Forrest Lasso,us USA,DF,FC Cincinnati,25,1993,5,4,394,4.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,f4720161
331,Kemar Lawrence,jm JAM,DF,NY Red Bulls,26,1992,22,19,1729,19.2,1,0,1,0,0,5,0,0.05,0,0.05,0.05,0.05,0.8,0.8,0.7,1.5,0.04,0.04,0.08,0.04,0.08,Matches,80be3efe
332,Emmanuel Ledesma,ar ARG,FWMF,FC Cincinnati,30,1988,26,20,1764,19.6,6,4,3,3,4,4,0,0.31,0.2,0.51,0.15,0.36,5.2,2.2,3.1,5.3,0.27,0.16,0.43,0.11,0.27,Matches,fb79af97
333,Kelvin Leerdam,sr SUR,DF,Seattle,28,1990,29,27,2407,26.7,5,2,5,0,0,7,1,0.19,0.07,0.26,0.19,0.26,2.3,2.3,2.2,4.6,0.09,0.08,0.17,0.09,0.17,Matches,d8b47705
334,Brooks Lennon,us USA,DFFW,Real Salt Lake,21,1997,28,16,1547,17.2,0,1,0,0,0,3,0,0,0.06,0.06,0,0.06,1,1,1.5,2.5,0.06,0.09,0.14,0.06,0.14,Matches,ec80ba72
335,Brett Levis,ca CAN,DFFW,Vancouver,25,1993,9,3,334,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.6,0.6,0.02,0.16,0.17,0.02,0.17,Matches,b338a233
336,Jonathan Lewis,us USA,MFFW,NYCFC,21,1997,6,2,216,2.4,0,1,0,0,0,1,0,0,0.42,0.42,0,0.42,0,0,0.1,0.1,0.02,0.03,0.05,0.02,0.05,Matches,2501eb59
337,Jonathan Lewis,us USA,FWMF,Colorado Rapids,21,1997,16,10,898,10,5,3,5,0,0,2,0,0.5,0.3,0.8,0.5,0.8,2,2,1.9,3.9,0.2,0.19,0.39,0.2,0.39,Matches,2501eb59
338,Danny Leyva,us USA,MF,Seattle,15,2003,6,4,414,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,ecc3a9c9
339,Grant Lillard,us USA,DF,Chicago Fire,23,1995,4,2,206,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04,Matches,2fcc0f5f
340,Nick Lima,us USA,DF,San Jose,24,1994,24,21,1808,20.1,1,2,1,0,0,4,0,0.05,0.1,0.15,0.05,0.15,0.5,0.5,1.4,2,0.03,0.07,0.1,0.03,0.1,Matches,959686eb
341,Jaylin Lindsey,us USA,DF,Sporting KC,18,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,83cb6e59
342,Sebastian Lletget,us USA,MFFW,LA Galaxy,26,1992,29,27,2314,25.7,3,5,3,0,0,4,0,0.12,0.19,0.31,0.12,0.31,2.4,2.4,3.3,5.7,0.1,0.13,0.22,0.1,0.22,Matches,73019c31
343,Robin Lod,fi FIN,FWMF,Minnesota Utd,25,1993,10,6,582,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0.3,1.6,0.21,0.04,0.25,0.21,0.25,Matches,33c69aa0
344,Nicolás Lodeiro,uy URU,MF,Seattle,29,1989,28,28,2498,27.8,7,7,5,2,2,7,0,0.25,0.25,0.5,0.18,0.43,6.3,4.8,9.8,14.6,0.23,0.35,0.58,0.17,0.53,Matches,fe81d0d1
345,Aaron Long,us USA,DF,NY Red Bulls,26,1992,24,24,2115,23.5,2,0,2,0,0,3,0,0.09,0,0.09,0.09,0.09,1.5,1.5,0.5,2,0.06,0.02,0.08,0.06,0.08,Matches,46b89640
346,Marcos López,pe PER,DF,San Jose,19,1999,18,15,1162,12.9,0,0,0,0,0,7,1,0,0,0,0,0,0.7,0.7,1.5,2.2,0.05,0.11,0.17,0.05,0.17,Matches,9b3ab988
347,Marvin Loría,cr CRC,FWMF,Portland Timbers,21,1997,19,8,705,7.8,2,0,2,0,0,3,0,0.26,0,0.26,0.26,0.26,1.1,1.1,0.9,2.1,0.15,0.12,0.26,0.15,0.26,Matches,71380d87
348,Daniel Lovitz,us USA,DF,Montreal Impact,27,1991,28,28,2520,28,0,1,0,0,0,5,0,0,0.04,0.04,0,0.04,0.5,0.5,2,2.5,0.02,0.07,0.09,0.02,0.09,Matches,db97d838
349,Jorge Luis Corrales,cu CUB,DF,Chicago Fire,27,1991,15,13,1034,11.5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0.5,0.5,0,0.04,0.04,0,0.04,Matches,bb67b6b0
350,Jorge Luis Corrales,cu CUB,DF,Montreal Impact,27,1991,4,1,101,1.1,0,1,0,0,0,0,0,0,0.89,0.89,0,0.89,0,0,0.1,0.1,0,0.1,0.1,0,0.1,Matches,bb67b6b0
351,Luis Silva,mx MEX,FWMF,Seattle,30,1988,5,2,198,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0,1.2,0.55,0.01,0.56,0.55,0.56,Matches,0a8be4f8
352,Everton Luiz,br BRA,MF,Real Salt Lake,30,1988,27,24,2107,23.4,0,2,0,0,0,8,0,0,0.09,0.09,0,0.09,0.7,0.7,0.9,1.6,0.03,0.04,0.07,0.03,0.07,Matches,3799e138
353,Adam Lundqvist,se SWE,DF,Houston Dynamo,24,1994,28,26,2388,26.5,0,3,0,0,0,4,0,0,0.11,0.11,0,0.11,0.2,0.2,4.4,4.6,0.01,0.17,0.17,0.01,0.17,Matches,91769a24
354,Larrys Mabiala,cd COD,DF,Portland Timbers,31,1987,22,22,1901,21.1,2,0,2,0,0,7,1,0.09,0,0.09,0.09,0.09,1.6,1.6,0.1,1.6,0.07,0,0.08,0.07,0.08,Matches,5bdec47f
355,Gary Mackay-Steven,sct SCO,FWMF,NYCFC,28,1990,12,5,527,5.9,1,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,1.7,1.7,1,2.8,0.3,0.18,0.47,0.3,0.47,Matches,da6ce369
356,Zac MacMath,us USA,GK,Vancouver,27,1991,8,8,720,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,06caac45
357,Connor Maloney,us USA,DF,Columbus Crew,23,1995,10,9,795,8.8,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.03,0.01,0.03,Matches,05ad7458
358,Michael Mancienne,sc SEY,DF,New England,31,1988,16,13,1191,13.2,1,0,1,0,0,5,1,0.08,0,0.08,0.08,0.08,0.3,0.3,0,0.3,0.02,0,0.02,0.02,0.02,Matches,2db3ae0a
359,Carter Manley,us USA,DF,Minnesota Utd,22,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a99e9900
360,Kekuta Manneh,us USA,FWMF,FC Cincinnati,24,1994,27,15,1499,16.7,4,3,4,0,0,0,1,0.24,0.18,0.42,0.24,0.42,2.8,2.8,2.1,4.9,0.17,0.13,0.3,0.17,0.3,Matches,4d735ad6
