,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PKatt,PKA,PKsv,PKm,Match Report,fbref_ID,Win_Loss_Draw,Season,Before_All_Star
752,2017-11-05,Sun,MLS,Conference Semifinals,Away,L 0–2,Columbus Crew,NYCFC,Y,GK,90,6,2,4,83.3,0,1,1,0,0,Match Report,42130443,L,2017,False
753,2017-11-21,Tue,MLS,Conference Finals,Home,D 0–0,Columbus Crew,Toronto FC,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,42130443,D,2017,False
754,2017-11-29,Wed,MLS,Conference Finals,Away,L 0–1,Columbus Crew,Toronto FC,Y,GK,90,6,1,5,83.3,0,1,0,1,0,Match Report,42130443,L,2017,False
755,2017-10-03,Tue,MLS,Regular Season,Home,L 2–3,Atlanta Utd,Minnesota Utd,N,,29,3,2,1,33.3,0,0,0,0,0,Match Report,0245fbbf,L,2017,False
756,2017-08-12,Sat,MLS,Regular Season,Away,L 0–3,San Jose,Houston Dynamo,Y,GK,90,7,3,4,57.1,0,1,0,1,0,Match Report,c5487a34,L,2017,False
757,2017-08-19,Sat,MLS,Regular Season,Home,D 2–2,San Jose,Philadelphia,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,c5487a34,D,2017,False
758,2017-08-23,Wed,MLS,Regular Season,Away,L 0–4,San Jose,Real Salt Lake,Y,GK,90,8,4,4,50.0,0,0,0,0,0,Match Report,c5487a34,L,2017,False
759,2017-08-27,Sun,MLS,Regular Season,Away,W 3–0,San Jose,LA Galaxy,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,c5487a34,W,2017,False
760,2017-09-09,Sat,MLS,Regular Season,Away,L 0–4,San Jose,Toronto FC,Y,GK,90,10,4,6,60.0,0,0,0,0,0,Match Report,c5487a34,L,2017,False
761,2017-09-16,Sat,MLS,Regular Season,Home,W 1–0,San Jose,Houston Dynamo,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report,c5487a34,W,2017,False
762,2017-09-23,Sat,MLS,Regular Season,Away,L 0–4,San Jose,D.C. United,Y,GK,90,8,4,4,50.0,0,0,0,0,0,Match Report,c5487a34,L,2017,False
763,2017-09-27,Wed,MLS,Regular Season,Home,L 1–4,San Jose,Chicago Fire,Y,GK,90,10,4,6,60.0,0,0,0,0,0,Match Report,c5487a34,L,2017,False
764,2017-09-30,Sat,MLS,Regular Season,Home,W 2–1,San Jose,Portland Timbers,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,c5487a34,W,2017,False
765,2017-10-15,Sun,MLS,Regular Season,Away,D 1–1,San Jose,Vancouver,Y,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report,c5487a34,D,2017,False
766,2017-10-22,Sun,MLS,Regular Season,Home,W 3–2,San Jose,Minnesota Utd,Y,GK,90,2,2,1,0.0,0,0,0,0,0,Match Report,c5487a34,W,2017,False
767,2017-10-25,Wed,MLS,Knockout round,Away,L 0–5,San Jose,Vancouver,Y,GK,90,8,5,3,37.5,0,0,0,0,0,Match Report,c5487a34,L,2017,False
768,2017-03-11,Sat,MLS,Regular Season,Away,L 2–3,Vancouver,San Jose,N,,66,7,3,4,57.1,0,0,0,0,0,Match Report,f1e5709c,L,2017,False
769,2017-03-25,Sat,MLS,Regular Season,Away,D 0–0,Real Salt Lake,NY Red Bulls,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,6b9a35b3,D,2017,False
770,2017-04-22,Sat,MLS,Regular Season,Home,L 1–3,Real Salt Lake,Atlanta Utd,N,,33,1,1,0,0.0,0,0,0,0,0,Match Report,6b9a35b3,L,2017,False
771,2017-04-29,Sat,MLS,Regular Season,Away,L 0–3,Real Salt Lake,Sporting KC,Y,GK,90,7,3,4,57.1,0,0,0,0,0,Match Report,6b9a35b3,L,2017,False
772,2017-05-06,Sat,MLS,Regular Season,Home,L 0–3,Real Salt Lake,FC Dallas,Y,GK,90,10,3,6,80.0,0,1,1,0,0,Match Report,6b9a35b3,L,2017,False
773,2017-05-13,Sat,MLS,Regular Season,Away,L 0–4,Real Salt Lake,New England,Y,GK,90,8,4,4,50.0,0,0,0,0,0,Match Report,6b9a35b3,L,2017,False
774,2017-05-31,Wed,MLS,Regular Season,Away,L 1–5,Real Salt Lake,Houston Dynamo,Y,GK,90,7,5,3,28.6,0,0,0,0,0,Match Report,6b9a35b3,L,2017,False
775,2017-06-03,Sat,MLS,Regular Season,Away,L 2–6,Real Salt Lake,FC Dallas,Y,GK,90,11,6,5,45.5,0,0,0,0,0,Match Report,6b9a35b3,L,2017,False
776,2017-04-15,Sat,MLS,Regular Season,Home,D 2–2,Houston Dynamo,Minnesota Utd,Y,GK,90,2,2,1,0.0,0,0,0,0,0,Match Report,467f09c8,D,2017,False
777,2017-04-22,Sat,MLS,Regular Season,Home,W 2–0,Houston Dynamo,San Jose,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,467f09c8,W,2017,False
778,2017-04-28,Fri,MLS,Regular Season,Away,L 0–2,Houston Dynamo,Toronto FC,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,467f09c8,L,2017,False
779,2017-05-06,Sat,MLS,Regular Season,Home,W 4–0,Houston Dynamo,Orlando City,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report,467f09c8,W,2017,False
780,2017-05-12,Fri,MLS,Regular Season,Home,W 2–1,Houston Dynamo,Vancouver,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,467f09c8,W,2017,False
781,2017-05-17,Wed,MLS,Regular Season,Away,L 0–2,Houston Dynamo,Philadelphia,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report,467f09c8,L,2017,False
782,2017-05-20,Sat,MLS,Regular Season,Away,L 1–4,Houston Dynamo,Atlanta Utd,Y,GK,90,5,4,1,40.0,0,1,1,0,0,Match Report,467f09c8,L,2017,False
783,2017-07-01,Sat,MLS,Regular Season,Away,L 1–3,Houston Dynamo,Colorado Rapids,Y,GK,90,5,3,2,40.0,0,0,0,0,0,Match Report,467f09c8,L,2017,False
784,2017-11-05,Sun,MLS,Conference Semifinals,Away,W 2–1,Houston Dynamo,Portland Timbers,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report,467f09c8,W,2017,False
785,2017-11-21,Tue,MLS,Conference Finals,Home,L 0–2,Houston Dynamo,Seattle,Y,GK,90,5,2,3,60.0,0,1,0,1,0,Match Report,467f09c8,L,2017,False
786,2017-11-30,Thu,MLS,Conference Finals,Away,L 0–3,Houston Dynamo,Seattle,Y,GK,90,5,3,2,40.0,0,0,0,0,0,Match Report,467f09c8,L,2017,False
