,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
243,Andrew Gutman,us USA,DF,FC Cincinnati,23,1996,21,15,1443,16,0,0,0,0,0,3,0,0,0,0,0,0,0.3,0.3,0.6,0.9,0.02,0.04,0.06,0.02,0.06,Matches,b7a23251
244,Brad Guzan,us USA,GK,Atlanta Utd,35,1984,23,23,2070,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d899e3bf
245,Joe Gyau,us USA,FWDF,FC Cincinnati,27,1992,21,20,1795,19.9,1,0,1,0,0,3,0,0.05,0,0.05,0.05,0.05,1.7,1.7,1.3,3,0.08,0.07,0.15,0.08,0.15,Matches,3511b4f8
246,Nick Hagglund,us USA,DF,FC Cincinnati,27,1992,11,8,746,8.3,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,0.8,0.8,0.2,1,0.1,0.03,0.12,0.1,0.12,Matches,39632554
247,Marlon Hairston,us USA,MFDF,Minnesota Utd,25,1994,9,4,408,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.02,0.05,0.06,0.02,0.06,Matches,1d531c57
248,Siad Haji,so SOM,MF,San Jose,20,1999,4,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.64,0.16,0.8,0.64,0.8,Matches,9212f1cb
249,Bill Hamid,us USA,GK,D.C. United,29,1990,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,012fc030
250,Jordan Hamilton,ca CAN,FW,Columbus Crew,23,1996,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d80a3a57
251,Niko Hansen,dk DEN,FWMF,Houston Dynamo,25,1994,17,8,716,8,2,1,2,0,0,0,0,0.25,0.13,0.38,0.25,0.38,3.6,3.6,1.3,4.8,0.45,0.16,0.61,0.45,0.61,Matches,9bebd450
252,Carlos Harvey,pa PAN,MFFW,LA Galaxy,19,2000,6,1,109,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,3f18600c
253,Jordan Harvey,us USA,DF,Los Angeles FC,36,1984,11,8,756,8.4,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.04,0.05,0.01,0.05,Matches,bb78f8a5
254,Thomas Hasal,ca CAN,GK,Vancouver,20,1999,9,8,753,8.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,86bac87b
255,Jacori Hayes,us USA,MF,Minnesota Utd,24,1995,11,6,600,6.7,1,1,1,0,0,1,0,0.15,0.15,0.3,0.15,0.3,0.8,0.8,1.2,1.9,0.11,0.17,0.29,0.11,0.29,Matches,d2173b7b
256,Héber,br BRA,FW,NYCFC,28,1991,12,11,888,9.9,1,2,1,0,0,2,0,0.1,0.2,0.3,0.1,0.3,3.2,3.2,1.9,5.1,0.33,0.19,0.52,0.33,0.52,Matches,d552c4a1
257,Matt Hedges,us USA,DF,FC Dallas,29,1990,19,18,1538,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,0.04,0.01,0.06,0.04,0.06,Matches,5e2a4d0e
258,Fabian Herbers,de GER,MFFW,Chicago Fire,26,1993,21,18,1356,15.1,4,1,4,0,0,6,0,0.27,0.07,0.33,0.27,0.33,3.9,3.9,2.8,6.7,0.26,0.18,0.44,0.26,0.44,Matches,5cbf5ccd
259,Felipe Hernandez,us USA,MF,Sporting KC,21,1998,16,8,783,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0.05,0.04,0.09,0.05,0.09,Matches,31a4d0b8
260,Javier Hernández,mx MEX,FW,LA Galaxy,31,1988,12,7,759,8.4,2,0,2,0,1,0,0,0.24,0,0.24,0.24,0.24,3.5,2.8,0.7,3.5,0.42,0.09,0.51,0.33,0.42,Matches,189cee7b
261,Aaron Herrera,us USA,DF,Real Salt Lake,22,1997,20,20,1795,19.9,0,1,0,0,0,6,0,0,0.05,0.05,0,0.05,0.7,0.7,1.7,2.3,0.03,0.08,0.12,0.03,0.12,Matches,d86e3070
262,Federico Higuaín,ar ARG,MFDF,Inter Miami,35,1984,4,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.49,0,0.49,0.49,0.49,Matches,ef8fc24c
263,Federico Higuaín,ar ARG,MFFW,D.C. United,35,1984,10,0,164,1.8,2,0,2,0,0,1,0,1.1,0,1.1,1.1,1.1,1.1,1.1,0.1,1.2,0.58,0.08,0.67,0.58,0.67,Matches,ef8fc24c
264,Gonzalo Higuaín,ar ARG,FW,Inter Miami,32,1987,9,9,801,8.9,1,2,1,0,1,0,0,0.11,0.22,0.34,0.11,0.34,3.9,3.1,1.3,4.4,0.44,0.15,0.58,0.35,0.5,Matches,8a08491a
265,Danny Hoesen,nl NED,FW,San Jose,29,1991,8,3,252,2.8,1,0,1,0,0,1,0,0.36,0,0.36,0.36,0.36,1.3,1.3,0.1,1.4,0.46,0.04,0.5,0.46,0.5,Matches,5ef1939b
266,Ryan Hollingshead,us USA,DFFW,FC Dallas,28,1991,20,19,1732,19.2,4,0,4,0,0,3,0,0.21,0,0.21,0.21,0.21,3.3,3.3,2.3,5.6,0.17,0.12,0.29,0.17,0.29,Matches,28b58797
267,Erik Holt,us USA,DF,Real Salt Lake,23,1996,7,4,385,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03,Matches,3677d047
268,Shandon Hopeau,us USA,FWMF,Seattle,21,1998,5,1,84,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.15,0,0.15,0.15,0.15,Matches,74828ac5
269,Erik Hurtado,us USA,FW,Sporting KC,29,1990,15,3,381,4.2,5,0,5,0,0,0,0,1.18,0,1.18,1.18,1.18,2.2,2.2,0.1,2.3,0.51,0.02,0.54,0.51,0.54,Matches,b11e6f2b
270,Emerson Hyndman,us USA,MF,Atlanta Utd,23,1996,20,16,1381,15.3,2,1,2,0,0,2,0,0.13,0.07,0.2,0.13,0.2,0.4,0.4,1.4,1.8,0.03,0.09,0.12,0.03,0.12,Matches,3be1a627
271,Miguel Ibarra,us USA,FWDF,Seattle,29,1990,12,3,253,2.8,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.3,0,2.3,0.82,0,0.82,0.82,0.82,Matches,f6756592
272,Sebastien Ibeagha,us USA,DF,NYCFC,28,1992,7,2,284,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,41ba8175
273,Milan Iloski,us USA,FW,Real Salt Lake,20,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4f87c75f
274,Ilsinho,br BRA,FWMF,Philadelphia,34,1985,22,2,638,7.1,3,3,3,0,0,2,0,0.42,0.42,0.85,0.42,0.85,1.5,1.5,2.8,4.3,0.21,0.4,0.61,0.21,0.61,Matches,aa8683ae
275,Hwang In-beom,kr KOR,MF,Vancouver,23,1996,5,5,450,5,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.1,0.1,0.3,0.4,0.02,0.06,0.08,0.02,0.08,Matches,92fa5d28
276,Emiliano Insúa,ar ARG,DF,LA Galaxy,31,1989,22,22,1884,20.9,0,2,0,0,0,2,0,0,0.1,0.1,0,0.1,0,0,2.1,2.1,0,0.1,0.1,0,0.1,Matches,f3cccffe
277,Clint Irwin,us USA,GK,Colorado Rapids,30,1989,4,4,360,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c1205184
278,Aljaž Iva?i?,si SVN,GK,Portland Timbers,26,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4d6e50d8
279,Anthony Jackson-Hamel,ca CAN,FWDF,Montreal Impact,26,1993,7,2,196,2.2,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0.21,0.12,0.33,0.21,0.33,Matches,c9871e2b
280,Adam Jahn,us USA,FW,Atlanta Utd,29,1991,21,13,1069,11.9,3,1,3,0,0,2,0,0.25,0.08,0.34,0.25,0.34,2.1,2.1,0.3,2.5,0.18,0.03,0.21,0.18,0.21,Matches,6afa14fb
281,Dejan Jakovic,ca CAN,DF,Los Angeles FC,34,1985,16,12,1075,11.9,1,0,1,0,0,2,0,0.08,0,0.08,0.08,0.08,0.2,0.2,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches,01d36542
282,Robin Jansson,se SWE,DF,Orlando City,28,1991,22,22,1980,22,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.01,0.01,0.02,0.01,0.02,Matches,8ca5c176
283,Franco Jara,ar ARG,FW,FC Dallas,31,1988,19,16,1380,15.3,7,0,6,1,1,4,0,0.46,0,0.46,0.39,0.39,7.2,6.4,1.2,7.6,0.47,0.08,0.55,0.42,0.5,Matches,413cce14
284,David Jensen,dk DEN,GK,NY Red Bulls,27,1992,11,10,929,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1739b660
285,Hector Jiménez,us USA,DF,Columbus Crew,31,1988,8,4,375,4.2,0,1,0,0,0,1,0,0,0.24,0.24,0,0.24,0.1,0.1,0.6,0.6,0.01,0.14,0.16,0.01,0.16,Matches,2dc1e90e
286,Sam Johnson,lr LBR,FW,Real Salt Lake,26,1993,10,3,335,3.7,1,0,1,0,0,3,0,0.27,0,0.27,0.27,0.27,1,1,0.2,1.2,0.27,0.05,0.32,0.27,0.32,Matches,c423d845
287,Sean Johnson,us USA,GK,NYCFC,30,1989,23,23,2070,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c164335e
288,Alistair Johnston,ca CAN,DF,Nashville,21,1998,18,15,1365,15.2,0,0,0,0,0,3,1,0,0,0,0,0,0.4,0.4,1,1.4,0.02,0.07,0.09,0.02,0.09,Matches,4fb17e20
289,DeJuan Jones,us USA,DF,New England,22,1997,18,13,1134,12.6,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.8,1.2,0.03,0.06,0.1,0.03,0.1,Matches,10d1139c
290,Derrick Jones,us USA,MFFW,Nashville,22,1997,18,9,909,10.1,0,2,0,0,0,2,0,0,0.2,0.2,0,0.2,0.8,0.8,0.9,1.7,0.08,0.09,0.17,0.08,0.17,Matches,93c92d6c
291,Joevin Jones,tt TRI,FWDF,Seattle,28,1991,13,10,824,9.2,2,2,2,0,0,1,0,0.22,0.22,0.44,0.22,0.44,1.3,1.3,0.3,1.6,0.14,0.03,0.17,0.14,0.17,Matches,fc23d956
292,Siem de Jong,nl NED,MFFW,FC Cincinnati,31,1989,15,8,794,8.8,0,0,0,0,1,0,0,0,0,0,0,0,2.4,1.6,0.4,2,0.27,0.05,0.32,0.18,0.23,Matches,cf2a6ace
293,Mathias Jørgensen,dk DEN,FW,NY Red Bulls,19,2000,8,2,269,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,1,0.32,0.02,0.34,0.32,0.34,Matches,a854969f
294,Judson,br BRA,MF,San Jose,26,1993,21,20,1696,18.8,0,0,0,0,0,4,0,0,0,0,0,0,0.9,0.9,0,1,0.05,0,0.05,0.05,0.05,Matches,e1535f82
295,Florian Jungwirth,de GER,DF,San Jose,31,1989,19,18,1610,17.9,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.02,0,0.02,0.02,0.02,Matches,f179c207
296,Sam Junqua,us USA,DFMF,Houston Dynamo,23,1996,9,2,256,2.8,1,0,1,0,0,0,0,0.35,0,0.35,0.35,0.35,0.3,0.3,0,0.4,0.12,0.01,0.13,0.12,0.13,Matches,91981d97
297,Kaku,py PAR,MF,NY Red Bulls,25,1995,16,13,1082,12,2,3,2,0,0,0,0,0.17,0.25,0.42,0.17,0.42,1.2,1.2,3.6,4.8,0.1,0.3,0.4,0.1,0.4,Matches,cb01ad74
298,Brent Kallman,us USA,DF,Minnesota Utd,29,1990,4,3,271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2b24702b
299,Kei Kamara,sl SLE,FW,Minnesota Utd,35,1984,7,6,454,5,1,0,0,1,1,0,0,0.2,0,0.2,0,0,2.1,1.3,0.8,2.1,0.41,0.16,0.57,0.26,0.42,Matches,6e3f3809
300,Kei Kamara,sl SLE,FW,Colorado Rapids,35,1984,9,5,525,5.8,3,1,3,0,0,1,0,0.51,0.17,0.69,0.51,0.69,2.6,2.6,0.6,3.1,0.44,0.1,0.54,0.44,0.54,Matches,6e3f3809
301,Ola Kamara,no NOR,FW,D.C. United,30,1989,22,17,1320,14.7,4,0,2,2,2,0,0,0.27,0,0.27,0.14,0.14,4.7,3.2,0.6,3.8,0.32,0.04,0.37,0.22,0.26,Matches,e134351a
302,Johan Kappelhof,nl NED,DF,Chicago Fire,29,1990,4,2,202,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,465015a5
303,Guram Kashia,ge GEO,DF,San Jose,32,1987,6,6,485,5.4,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.07,0,0.08,0.07,0.08,Matches,a81f4896
304,Aleksandar Katai,rs SRB,MFFW,LA Galaxy,28,1991,2,2,115,1.3,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.4,0.09,0.49,0.4,0.49,Matches,d5127c3f
305,Mark-Anthony Kaye,ca CAN,MF,Los Angeles FC,25,1994,16,15,1087,12.1,3,4,3,0,0,1,1,0.25,0.33,0.58,0.25,0.58,1.9,1.9,2.8,4.7,0.16,0.23,0.39,0.16,0.39,Matches,36a38acd
306,Aboubacar Keita,us USA,DF,Columbus Crew,19,2000,11,10,942,10.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,85fbf1e4
307,Jeremy Kelly,us USA,DF,Colorado Rapids,22,1997,8,2,250,2.8,0,1,0,0,0,0,0,0,0.36,0.36,0,0.36,0.1,0.1,0.9,0.9,0.02,0.32,0.34,0.02,0.34,Matches,7636fa88
308,Henry Kessler,us USA,DF,New England,21,1998,22,19,1824,20.3,1,0,1,0,0,2,0,0.05,0,0.05,0.05,0.05,0.7,0.7,0,0.7,0.03,0,0.04,0.03,0.04,Matches,23c75879
309,Jasser Khemiri,tn TUN,DF,Vancouver,22,1997,5,5,386,4.3,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03,Matches,f3513a46
310,Jerome Kiesewetter,us USA,FW,Inter Miami,26,1993,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ee8fb451
311,Gadi Kinda,il ISR,MFFW,Sporting KC,25,1994,18,16,1386,15.4,6,2,6,0,0,6,1,0.39,0.13,0.52,0.39,0.52,4.8,4.8,2.5,7.2,0.31,0.16,0.47,0.31,0.47,Matches,d4a2f24c
312,Perry Kitchen,us USA,MF,LA Galaxy,27,1992,21,19,1722,19.1,0,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.01,0.01,0.02,0.01,0.02,Matches,19ec49ee
313,Mustafa Kizza,ug UGA,DF,Montreal Impact,20,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4db20877
314,Jonathan Klinsmann,us USA,GK,LA Galaxy,22,1997,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1e29552f
315,Sacha Kljestan,us USA,MF,LA Galaxy,34,1985,15,8,770,8.6,0,0,0,0,0,2,0,0,0,0,0,0,1.1,0.8,1.2,2,0.12,0.14,0.27,0.09,0.23,Matches,73682895
316,Brad Knighton,us USA,GK,New England,34,1985,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9903a3cb
317,Kai Koreniuk,nl NED,MFFW,LA Galaxy,21,1998,4,0,16,0.2,1,0,1,0,0,0,0,5.63,0,5.63,5.63,5.63,0.5,0.5,0,0.5,2.95,0,2.95,2.95,2.95,Matches,c97bfb2e
318,Franko Kova?evi?,hr CRO,FW,FC Cincinnati,20,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.09,0.13,0.22,0.09,0.22,Matches,dbe0034f
319,Damir Kreilach,hr CRO,MFFW,Real Salt Lake,30,1989,21,20,1767,19.6,8,1,8,0,0,4,0,0.41,0.05,0.46,0.41,0.46,6.1,6.1,1.5,7.6,0.31,0.08,0.39,0.31,0.39,Matches,068be155
320,Bojan Krki?,es ESP,FWMF,Montreal Impact,29,1990,17,14,1155,12.8,4,2,3,1,1,0,0,0.31,0.16,0.47,0.23,0.39,2.9,2.2,2.5,4.6,0.23,0.19,0.42,0.17,0.36,Matches,9fa0a0b8
321,Kenneth Kronholm,de GER,GK,Chicago Fire,34,1985,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e3b198bc
322,Yuya Kubo,jp JPN,MFFW,FC Cincinnati,26,1993,19,15,1280,14.2,3,0,2,1,1,1,0,0.21,0,0.21,0.14,0.14,1.7,0.9,1.6,2.5,0.12,0.11,0.23,0.07,0.18,Matches,cba16a46
323,Matt LaGrassa,us USA,MF,Nashville,27,1993,8,4,375,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.04,0.02,0.06,0.04,0.06,Matches,c9b098db
324,Foster Langsdorf,us USA,FW,Minnesota Utd,24,1995,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches,48319bb3
325,Lassi Lappalainen,fi FIN,FWDF,Montreal Impact,21,1998,13,7,681,7.6,4,0,4,0,0,0,0,0.53,0,0.53,0.53,0.53,2.3,2.3,0.8,3.1,0.31,0.11,0.41,0.31,0.41,Matches,bcb2282d
326,Jeff Larentowicz,us USA,MF,Atlanta Utd,36,1983,19,11,1112,12.4,2,0,1,1,1,2,0,0.16,0,0.16,0.08,0.08,1.2,0.4,0.2,0.6,0.1,0.02,0.11,0.03,0.05,Matches,0c3f9d7f
327,Jesús David Murillo Largacha,co COL,DF,Los Angeles FC,25,1994,5,5,405,4.5,0,1,0,0,0,1,0,0,0.22,0.22,0,0.22,0.1,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches,68d48a71
328,Richie Laryea,ca CAN,DF,Toronto FC,25,1995,20,15,1394,15.5,4,3,4,0,0,2,0,0.26,0.19,0.45,0.26,0.45,1.3,1.3,1.6,2.9,0.08,0.1,0.19,0.08,0.19,Matches,276fdbe4
329,Ariel Lassiter,cr CRC,FWMF,Houston Dynamo,25,1994,16,10,947,10.5,3,1,3,0,0,2,0,0.29,0.1,0.38,0.29,0.38,4.2,4.2,0.9,5,0.4,0.08,0.48,0.4,0.48,Matches,bd7b916c
330,Randall Leal,cr CRC,MFFW,Nashville,23,1997,21,19,1605,17.8,3,4,3,0,0,2,0,0.17,0.22,0.39,0.17,0.39,2.2,2.2,2.7,4.9,0.12,0.15,0.27,0.12,0.27,Matches,874a5031
331,Kelvin Leerdam,sr SUR,DF,Seattle,29,1990,21,19,1541,17.1,3,1,3,0,0,2,0,0.18,0.06,0.23,0.18,0.23,1.9,1.9,2.6,4.5,0.11,0.15,0.26,0.11,0.26,Matches,d8b47705
332,Nico Lemoine,us USA,MFFW,Houston Dynamo,19,2000,11,0,170,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.03,0.09,0.12,0.03,0.12,Matches,8ccbbaf8
333,Brooks Lennon,us USA,DFFW,Atlanta Utd,22,1997,23,19,1752,19.5,2,3,2,0,0,3,0,0.1,0.15,0.26,0.1,0.26,1.1,1.1,3.3,4.4,0.06,0.17,0.23,0.06,0.23,Matches,ec80ba72
334,Jonathan Lewis,us USA,FWMF,Colorado Rapids,22,1997,18,7,708,7.9,5,0,5,0,0,1,0,0.64,0,0.64,0.64,0.64,2.9,2.9,0.5,3.4,0.37,0.06,0.44,0.37,0.44,Matches,2501eb59
335,Danny Leyva,us USA,MF,Seattle,16,2003,2,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,ecc3a9c9
336,Nick Lima,us USA,DF,San Jose,25,1994,20,19,1526,17,2,2,2,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.6,0.6,1.9,2.5,0.04,0.11,0.15,0.04,0.15,Matches,959686eb
337,Jaylin Lindsey,us USA,DF,Sporting KC,19,2000,12,11,1060,11.8,0,2,0,0,0,1,0,0,0.17,0.17,0,0.17,0.3,0.3,0.6,1,0.03,0.05,0.08,0.03,0.08,Matches,83cb6e59
338,Sebastian Lletget,us USA,MFFW,LA Galaxy,27,1992,21,19,1680,18.7,6,3,6,0,0,1,0,0.32,0.16,0.48,0.32,0.48,4.6,4.6,1.5,6.1,0.25,0.08,0.33,0.25,0.33,Matches,73019c31
339,Jürgen Locadia,nl NED,FW,FC Cincinnati,26,1993,17,15,1364,15.2,1,0,1,0,0,0,0,0.07,0,0.07,0.07,0.07,5.8,5.8,0.9,6.7,0.38,0.06,0.44,0.38,0.44,Matches,6cc47ae1
340,Robin Lod,fi FIN,FWMF,Minnesota Utd,26,1993,20,18,1582,17.6,7,3,7,0,0,3,0,0.4,0.17,0.57,0.4,0.57,4.9,4.5,3.1,7.6,0.28,0.18,0.46,0.26,0.43,Matches,33c69aa0
341,Nicolás Lodeiro,uy URU,MF,Seattle,30,1989,20,20,1781,19.8,7,6,3,4,4,2,0,0.35,0.3,0.66,0.15,0.45,6.3,3.2,7.4,10.6,0.32,0.37,0.69,0.16,0.54,Matches,fe81d0d1
342,David Loera,us USA,MF,Orlando City,21,1998,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0fae98f1
343,Aaron Long,us USA,DF,NY Red Bulls,27,1992,16,15,1329,14.8,2,0,2,0,0,4,0,0.14,0,0.14,0.14,0.14,1.1,1.1,0.2,1.3,0.07,0.01,0.09,0.07,0.09,Matches,46b89640
344,Marcos López,pe PER,DF,San Jose,20,1999,13,11,989,11,2,1,2,0,0,1,0,0.18,0.09,0.27,0.18,0.27,0.2,0.2,0.6,0.8,0.02,0.05,0.07,0.02,0.07,Matches,9b3ab988
345,Marvin Loría,cr CRC,FWMF,Portland Timbers,22,1997,17,9,710,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.5,1.3,0.1,0.07,0.17,0.1,0.17,Matches,71380d87
346,Daniel Lovitz,us USA,DF,Nashville,28,1991,21,21,1890,21,1,2,1,0,0,6,0,0.05,0.1,0.14,0.05,0.14,0.8,0.8,2.1,2.9,0.04,0.1,0.14,0.04,0.14,Matches,db97d838
347,Jorge Luis Corrales,cu CUB,DF,Montreal Impact,28,1991,14,12,1068,11.9,0,1,0,0,0,3,0,0,0.08,0.08,0,0.08,0.1,0.1,1,1.1,0.01,0.08,0.09,0.01,0.09,Matches,bb67b6b0
348,Everton Luiz,br BRA,MF,Real Salt Lake,31,1988,14,11,919,10.2,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches,3799e138
349,Adam Lundqvist,se SWE,DF,Houston Dynamo,25,1994,21,21,1814,20.2,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,2.3,2.4,0.01,0.11,0.12,0.01,0.12,Matches,91769a24
350,Larrys Mabiala,cd COD,DF,Portland Timbers,32,1987,17,15,1313,14.6,1,0,1,0,0,3,0,0.07,0,0.07,0.07,0.07,1.2,1.2,0.1,1.3,0.08,0.01,0.09,0.08,0.09,Matches,5bdec47f
351,Emanuel Maciel,ar ARG,MF,Montreal Impact,22,1997,11,10,775,8.6,0,3,0,0,0,2,1,0,0.35,0.35,0,0.35,0.1,0.1,1.3,1.4,0.01,0.15,0.16,0.01,0.16,Matches,934fdf16
352,Gary Mackay-Steven,sct SCO,FWMF,NYCFC,29,1990,22,10,958,10.6,2,1,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28,2.9,2.9,1.6,4.4,0.27,0.15,0.42,0.27,0.42,Matches,da6ce369
353,Zac MacMath,us USA,GK,Real Salt Lake,28,1991,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,06caac45
354,Jack Maher,us USA,DF,Nashville,20,1999,3,2,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0c6f2fa6
355,Christian Makoun,ve VEN,DF,Inter Miami,19,2000,4,2,187,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7efffe65
356,Michael Mancienne,sc SEY,DF,New England,32,1988,5,4,316,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04,Matches,2db3ae0a
357,Kekuta Manneh,us USA,MF,FC Cincinnati,25,1994,2,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.15,0,0.15,0.15,0.15,Matches,4d735ad6
358,Kekuta Manneh,us USA,FWMF,New England,25,1994,6,2,184,2,1,1,1,0,0,1,0,0.49,0.49,0.98,0.49,0.98,1.4,1.4,0.8,2.1,0.66,0.39,1.05,0.66,1.05,Matches,4d735ad6
359,Mauro Manotas,co COL,FW,Houston Dynamo,24,1995,20,15,1328,14.8,3,1,3,0,1,0,1,0.2,0.07,0.27,0.2,0.27,5.1,4.3,2.5,6.8,0.34,0.17,0.51,0.29,0.46,Matches,89a5efd3
360,J.T. Marcinkowski,us USA,GK,San Jose,22,1997,11,11,990,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.02,0.02,0,0.02,Matches,977791f4
361,Marko Mari?,hr CRO,GK,Houston Dynamo,24,1996,23,23,2070,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b57454c7
362,Paul Marie,fr FRA,DF,San Jose,24,1995,12,4,358,4,1,0,1,0,0,1,0,0.25,0,0.25,0.25,0.25,0.3,0.3,0.2,0.5,0.08,0.06,0.13,0.08,0.13,Matches,da0bb55a
363,Jahkeele Marshall-Rutty,ca CAN,FW,Toronto FC,15,2004,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.4,0,0.4,0.4,0.4,Matches,b9459f85
364,Douglas Martinez,hn HON,FW,Real Salt Lake,22,1997,18,9,836,9.3,2,0,2,0,0,2,1,0.22,0,0.22,0.22,0.22,2.7,2.7,0.7,3.4,0.29,0.07,0.36,0.29,0.36,Matches,3e7ebb9a
365,Josef Martínez,ve VEN,FW,Atlanta Utd,26,1993,1,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,e73f0aa1
