Season,Player,Nation,Pos,Age,fbref_ID
2021,Waylon Francis,CRC,DF,30,a3a1849f
2021,Alan Franco,ARG,DF,24,a548281c
2021,Przemys?aw Frankowski,POL,FWMF,25,00a8d210
2021,Liam Fraser,CAN,MF,22,d784062b
2021,Matt Freese,USA,GK,22,2f49476c
2021,Stefan Frei,SUI,GK,34,1d0a0f3e
2021,Alejandro Fuenmayor,VEN,DF,24,77edb7ec
2021,McKinze Gaines,USA,FW,22,8ef72983
2021,Jon Gallagher,IRL,FWMF,24,9d5afdfb
2021,Pedro Gallese,PER,GK,30,b76e1394
2021,Braian Galván,ARG,DFMF,20,bbfbd4d3
2021,Boniek García,HON,DFMF,36,889ce425
2021,Bruno Gaspar,ANG,DF,27,55ae91f0
2021,Chase Gasper,USA,DF,25,7371ec36
2021,Ryan Gauld,SCO,MFFW,25,862e93c2
2021,Dániel Gazdag,HUN,MFFW,24,527d0e31
2021,Kieran Gibbs,ENG,DF,31,46ee5234
2021,Carles Gil,ESP,MF,28,11c30a46
2021,José Antonio Martínez Gil,ESP,DF,27,8e049cbd
2021,Gastón Giménez,PAR,MF,29,ab66cc31
2021,Francisco Ginella,URU,MF,22,5a28a782
2021,Justen Glad,USA,DF,23,5b768b0f
2021,Jakob Glesnes,NOR,DF,26,ac65aef3
2021,Chris Gloster,USA,DF,20,01cd3c12
2021,Marcus Godinho,CAN,DF,23,27854bf6
2021,Aníbal Godoy,PAN,MF,30,2d496ca3
2021,Erik Godoy,ARG,DF,27,e8b80334
2021,Yeimar Gómez Andrade,COL,DF,28,e43c8d72
2021,Omar Gonzalez,USA,DF,32,0d2fe665
2021,Leandro González Pirez,ARG,DF,28,5ba1112c
2021,Samuel Grandsir,FRA,FWMF,24,d2448564
2021,Tayvon Gray,USA,DF,18,c839e1b2
2021,Gregore,BRA,MF,26,49815f34
2021,Ján Greguš,SVK,MF,30,7d974435
2021,Julian Gressel,GER,DF,27,acd47bc0
2021,Adam Grinwis,USA,GK,28,0d3f30b9
2021,Sami Guediri,USA,DF,23,e3dc71a7
2021,Jack Gurr,ENG,DF,25,2ade3d9e
2021,Brian Gutiérrez,USA,FWMF,17,d88f31db
2021,Cristián Gutiérrez,CHI,DF,23,6e56a4f2
2021,Andrew Gutman,USA,DF,24,b7a23251
2021,Brad Guzan,USA,GK,36,d899e3bf
2021,Joe Gyau,USA,DFFW,28,3511b4f8
2021,Luke Haakenson,USA,MFFW,23,77d28e45
2021,Kamron Habibullah,CAN,MFFW,17,4deda098
2021,Teenage Hadebe,ZIM,DF,25,582952f2
2021,Nick Hagglund,USA,DF,28,39632554
2021,Marlon Hairston,USA,MF,26,1d531c57
2021,Siad Haji,SOM,FWMF,21,9212f1cb
2021,Michael Halliday,USA,DF,18,6ad5f50e
2021,Niko Hämäläinen,FIN,DF,23,4435db1e
2021,Ahmed Hamdi,EGY,MF,22,fc7c8d3d
2021,Bill Hamid,USA,GK,30,012fc030
2021,Niko Hansen,DEN,MFFW,26,9bebd450
2021,Cameron Harper,USA,FWDF,19,4a78c769
2021,Nathan Harriel,USA,DF,19,b3edbeff
2021,Calvin Harris,ENG,MFFW,20,07b0aeef
2021,Wilson Harris,USA,FW,21,ca0756aa
2021,Carlos Harvey,PAN,MF,20,3f18600c
2021,Jordan Harvey,USA,DF,37,bb78f8a5
2021,Thomas Hasal,CAN,GK,21,86bac87b
2021,Jacori Hayes,USA,MF,25,d2173b7b
2021,Héber,BRA,FW,29,d552c4a1
2021,Matt Hedges,USA,DF,30,5e2a4d0e
2021,Fabian Herbers,GER,MFFW,27,5cbf5ccd
2021,Felipe Hernandez,USA,MF,22,31a4d0b8
2021,Javier Hernández,MEX,FW,32,189cee7b
2021,Ronald Hernández,VEN,DF,23,de907bab
2021,Aaron Herrera,USA,DF,23,d86e3070
2021,Federico Higuaín,ARG,MFFW,36,ef8fc24c
2021,Gonzalo Higuaín,ARG,FW,33,8a08491a
2021,Brendan Hines-Ike,USA,DF,26,b807c1dc
2021,Danny Hoesen,NED,FW,30,5ef1939b
2021,Ian Hoffmann,GER,DF,19,c0243229
2021,Ryan Hollingshead,USA,DF,29,28b58797
2021,Erik Holt,USA,DF,24,3677d047
2021,Adrien Hunou,FRA,FW,27,d14229f3
2021,Erik Hurtado,USA,FWMF,30,b11e6f2b
2021,Emerson Hyndman,USA,MFFW,24,3be1a627
2021,Franco Ibarra,ARG,MF,19,db6540c5
2021,Sebastien Ibeagha,USA,DF,29,41ba8175
2021,John McCarthy,USA,GK,28,249362e9
2021,Milan Iloski,USA,FW,21,4f87c75f
2021,Ilsinho,BRA,DFMF,35,aa8683ae
2021,Arnór Ingvi Traustason,ISL,MFFW,27,7d036b4a
2021,Clint Irwin,USA,GK,31,c1205184
2021,Nicolas Isimat-Mirin,FRA,DF,29,14e8e9d7
2021,Aljaž Iva?i?,SVN,GK,27,4d6e50d8
2021,Stanislav Ivanov,BUL,FW,21,0cafba94
2021,Robin Jansson,SWE,DF,29,8ca5c176
2021,Franco Jara,ARG,FW,32,413cce14
2021,Andres Jasson,USA,DFFW,19,31d049b2
2021,Cal Jennings,USA,FW,23,44f6672a
2021,Hector Jiménez,USA,DF,32,2dc1e90e
2021,Bjørn Johnsen,NOR,FW,29,02ee4c77
2021,Sean Johnson,USA,GK,31,c164335e
2021,Alistair Johnston,CAN,DF,22,4fb17e20
2021,Ismaila Jome,USA,DF,26,26f559ba
2021,DeJuan Jones,USA,DF,23,10d1139c
2021,Derrick Jones,USA,MF,23,93c92d6c
2021,Joevin Jones,TRI,DF,29,fc23d956
2021,Jony,ARG,MFFW,26,60665492
2021,Dejan Jovelji?,SRB,FW,21,95a24690
2021,Judson,BRA,MFDF,27,e1535f82
2021,Anderson Julio,ECU,FWMF,24,f907a6a8
2021,Florian Jungwirth,GER,DF,32,f179c207
2021,Sam Junqua,USA,DF,24,91981d97
2021,Brent Kallman,USA,DF,30,2b24702b
2021,Ola Kamara,NOR,FW,31,e134351a
2021,Alec Kann,USA,GK,30,4a8af93c
2021,Johan Kappelhof,NED,DFMF,30,465015a5
2021,Wilfrid Kaptoum,CMR,MFFW,24,d717630e
2021,Mark-Anthony Kaye,CAN,MFFW,26,36a38acd
2021,Aboubacar Keita,USA,DF,20,85fbf1e4
2021,Jon Kempin,USA,GK,27,063adc5e
2021,Henry Kessler,USA,DF,22,23c75879
2021,Logan Ketterer,USA,GK,27,927c3059
2021,Benjamin Kikanovic,USA,FW,21,fe11d61b
2021,Gadi Kinda,ISR,MFFW,26,d4a2f24c
2021,Perry Kitchen,USA,MF,28,19ec49ee
2021,Edward Kizza,UGA,FW,22,2f2c0ab1
2021,Mustafa Kizza,UGA,DF,21,4db20877
2021,Freddy Kleemann,USA,DF,21,e068bed0
2021,Patryk Klimala,POL,FW,22,0bf3c11c
2021,Jonathan Klinsmann,USA,GK,23,1e29552f
2021,Sacha Kljestan,USA,MFFW,35,73682895
2021,Brad Knighton,USA,GK,35,9903a3cb
2021,Žan Kolmani?,SVN,DF,20,4501fd21
2021,Franko Kova?evi?,CRO,FW,21,dbe0034f
2021,Damir Kreilach,CRO,MFFW,31,068be155
2021,Yuya Kubo,JPN,MF,27,cba16a46
2021,Matt LaGrassa,USA,MF,28,c9b098db
2021,Foster Langsdorf,USA,FW,25,48319bb3
2021,Lassi Lappalainen,FIN,DFFW,22,bcb2282d
2021,Jesús David Murillo Largacha,COL,DF,26,68d48a71
2021,Oliver Larraz,USA,MFFW,19,ecdbe767
2021,Richie Laryea,CAN,DFFW,26,276fdbe4
2021,Ariel Lassiter,CRC,FWMF,26,bd7b916c
2021,Vuk Latinovich,USA,DF,23,5c0e047a
2021,Kemar Lawrence,JAM,DF,28,80be3efe
2021,Randall Leal,CRC,MFFW,24,874a5031
2021,Kelvin Leerdam,SUR,DF,30,d8b47705
2021,Nico Lemoine,USA,FW,20,8ccbbaf8
2021,Brooks Lennon,USA,DF,23,ec80ba72
2021,Jonathan Lewis,USA,FWMF,23,2501eb59
2021,Danny Leyva,USA,MF,17,ecc3a9c9
2021,Nick Lima,USA,DF,26,959686eb
2021,Jaylin Lindsey,USA,DF,20,83cb6e59
2021,Sebastian Lletget,USA,MFFW,28,73019c31
2021,Jürgen Locadia,NED,FWMF,27,6cc47ae1
2021,Robin Lod,FIN,FW,27,33c69aa0
2021,Nicolás Lodeiro,URU,MFFW,31,fe81d0d1
2021,David Loera,USA,MF,22,0fae98f1
2021,Aaron Long,USA,DF,28,46b89640
2021,Erik López,PAR,FWMF,19,af793b82
2021,Lisandro López,ARG,FW,37,bc55bb5a
2021,Marcos López,PER,DF,21,9b3ab988
2021,Marvin Loría,CRC,FWMF,23,71380d87
2021,Daniel Lovitz,USA,DF,29,db97d838
2021,Lucas Monzón,URU,DF,19,312755e2
2021,Adam Lundqvist,SWE,DF,26,91769a24
2021,Larrys Mabiala,COD,DF,33,5bdec47f
2021,Aimé Mabika,ZAM,DF,22,3a37d349
2021,Maciel,BRA,MF,21,a39d51e0
2021,Emanuel Maciel,ARG,MF,23,934fdf16
2021,Zac MacMath,USA,GK,29,06caac45
2021,Christian Mafla,COL,DF,28,f379bc1e
2021,Talles Magno,BRA,FWMF,18,64c98878
2021,Jack Maher,USA,DF,21,0c6f2fa6
2021,Christian Makoun,VEN,DF,20,7efffe65
2021,Machop Malual,SSD,FW,22,1701b012
2021,Kekuta Manneh,USA,FWMF,26,4d735ad6
2021,J.T. Marcinkowski,USA,GK,23,977791f4
2021,Marko Mari?,CRO,GK,25,b57454c7
2021,Paul Marie,FRA,DF,25,da0bb55a
2021,Jahkeele Marshall-Rutty,CAN,FWDF,16,b9459f85
2021,Nick Marsman,NED,GK,30,f352799f
2021,Douglas Martinez,HON,FW,23,3e7ebb9a
2021,Josef Martínez,VEN,FW,27,e73f0aa1
2021,Luís Martins,POR,DF,28,56b7c09b
2021,Emmanuel Más,ARG,DF,32,b9385e1f
2021,Alexandru M??an,ROU,FWMF,21,3bd3bcc4
2021,Rónald Matarrita,CRC,DF,26,491862dd
2021,Blaise Matuidi,FRA,MF,33,c0cddebe
2021,Jimmy Maurer,USA,GK,32,ca1c6f3d
2021,José Mauri,ITA,MF,24,644faf10
2021,Chris Mavinga,COD,DF,29,fda36cfb
2021,Olivier Mbaizo,CMR,DF,23,f6315619
2021,Noah Powder,TRI,DF,22,503561e4
2021,Dax McCarty,USA,MF,33,b74e58c0
2021,Jack McGlynn,USA,MF,17,e2b8c25c
2021,Zac McGraw,USA,DF,23,83129dc7
2021,Justin McMaster,JAM,FWMF,21,7256a113
2021,Thomas McNamara,USA,MF,29,ab36595d
2021,Jesús Medina,PAR,FWMF,23,7c4628c4
2021,Álvaro Medrán,ESP,MF,26,31223bcf
2021,Jimmy Medranda,COL,DFMF,26,6f7ac622
2021,Haris Medunjanin,BIH,MF,35,de5d5d41
2021,Phelipe Megiolaro,BRA,GK,21,73aaa27d
2021,Tim Melia,USA,GK,34,cc741f50
2021,Jhegson Méndez,ECU,MF,23,db0c5324
2021,Jonathan Mensah,GHA,DF,30,8087e6cb
2021,Justin Meram,IRQ,FWMF,32,ae34c71d
2021,Romain Métanire,MAD,DF,30,0fb21da9
2021,Patrick Metcalfe,CAN,DFMF,22,427e3820
2021,Nicolás Mezquida,URU,MFFW,29,00b629e1
2021,Benji Michel,USA,FWMF,23,151ca25f
2021,Djordje Mihailovic,USA,MFFW,22,83cf9719
2021,Matko Miljevic,USA,FWMF,19,74b76abc
2021,Eric Miller,USA,DF,28,c0593f5d
2021,Kamal Miller,CAN,DF,23,0646bd8a
2021,Tyler Miller,USA,GK,27,7827a6b3
2021,Kamohelo Mokotjo,RSA,MF,29,7832f692
2021,Kevin Molino,TRI,FWMF,30,371645ca
2021,Alex Monis,USA,FW,17,66db9e72
2021,Jamiro Monteiro,CPV,MFFW,27,d384bddd
2021,Fredy Montero,COL,FWMF,33,bc5b5be5
2021,Pablo Sisniega,MEX,GK,25,550557e1
2021,Kim Moonhwan,KOR,DF,25,6bce7dd8
2021,Drew Moor,USA,DF,37,220cf869
2021,Felipe Mora,CHI,FW,27,f4b0ea46
2021,Joseph Mora,CRC,DF,28,2af71023
2021,Alfredo Morales,USA,MFDF,30,ff45add5
2021,Maximiliano Moralez,ARG,MFFW,33,f99f37fc
2021,Steven Moreira,FRA,DF,26,f10983ae
2021,Junior Moreno,VEN,MF,27,5dcb4ac4
2021,Marcelino Moreno,ARG,MFFW,26,058c938c
2021,Santiago Moreno,COL,FWMF,20,3261d0e4
2021,Ashtone Morgan,CAN,DF,29,caece619
2021,Lewis Morgan,SCO,FWDF,24,b675e328
2021,Jordan Morris,USA,FWMF,26,bd298d0d
2021,Justin Morrow,USA,DF,33,0bee5512
2021,Kyle Morton,USA,GK,26,3f394ec5
2021,João Moutinho,POR,DF,23,a0aee24e
2021,Chris Mueller,USA,FWMF,24,a5334099
2021,Hany Mukhtar,GER,FWMF,25,87fe8526
2021,Patrick Mullins,USA,FWMF,28,a03a84d3
2021,Jake Mulraney,IRL,FWDF,24,0f04858e
2021,Eddie Munjoma,USA,DF,22,0e1f6ffa
2021,Daniel Musovski,USA,FWMF,25,925a2703
2021,Alex Muyl,USA,MFFW,25,2c1025bf
2021,Darlington Nagbe,USA,MF,30,6219c704
2021,Andy Najar,HON,DF,27,f8280175
2021,Younes Namli,DEN,MFFW,26,1a672e2d
2021,Nani,POR,FWMF,34,15e9c7e6
2021,Federico Navarro,ARG,MF,20,61c628be
2021,Miguel Navarro,VEN,DF,21,3fbff39a
2021,Dylan Nealis,USA,DF,22,24f4dd87
2021,Sean Nealis,USA,DF,24,8c1b17b3
2021,Jayden Nelson,CAN,FWMF,18,92305a81
2021,John Nelson,USA,DF,22,df8c4d49
2021,Michael Nelson,USA,GK,25,f4a12161
2021,Jake Nerwinski,USA,DF,26,2b5801d0
2021,Michee Ngalina,COD,FW,20,9837830f
2021,Jaros?aw Niezgoda,POL,FW,25,60c659b6
2021,Moses Nyeman,USA,MF,17,09d33255
2021,Shane O'Neill,USA,DF,27,a62a56b4
2021,Jáder Obrian,COL,FW,25,1471b2a8
2021,David Ochoa,USA,GK,20,dba6b279
2021,Chris Odoi-Atsem,USA,DF,25,375ec69e
2021,Chinonso Offor,NGA,FW,20,dc590664
2021,Noble Okello,CAN,MF,20,6bc16162
2021,Wyatt Omsberg,USA,DF,25,cd44ba68
2021,Kwadwo Opoku,GHA,FW,19,226a288e
2021,Arquimides Ordonez,GUA,FWDF,17,8941d9b2
2021,Jonathan Osorio,CAN,MFFW,28,70106ff6
2021,Leonard Owusu,GHA,MF,23,a06c6c8a
2021,Diego Palacios,ECU,DFMF,21,6ec37f2e
2021,James Pantemis,CAN,GK,23,901408ac
2021,Cristhian Paredes,PAR,MF,22,0d8a2551
2021,Kevin Paredes,USA,DFFW,17,5c50fdbc
2021,Isaiah Parente,USA,MFFW,20,6dbc74d6
2021,Tim Parker,USA,DF,27,4988a44d
2021,Keaton Parks,USA,MF,23,77986763
2021,Tyler Pasher,CAN,FW,26,3a7bec1b
2021,Alexandre Pato,BRA,FWMF,31,7dd83c7d
2021,João Paulo Mior,BRA,MF,29,b96aa1d6
2021,Jason Pendant,FRA,DF,23,22fe9049
2021,Joshua Penn,USA,FW,20,29c8decb
2021,Ricardo Pepi,USA,FW,18,a2b1ed42
2021,Andrés Perea,USA,MFFW,20,7e1dbecf
2021,Daniel Pereira,VEN,MF,20,b8862e65
2021,Mauricio Pereyra,URU,MF,30,f45eb18d
2021,Adrien Perez,USA,FWMF,25,298a167b
2021,Jonathan Perez,MEX,FWDF,18,41e57408
2021,Manny Perez,USA,FWMF,21,27162b95
2021,Jordan Perruzza,CAN,FW,20,edc8791f
2021,Tom Pettersson,SWE,DF,30,c1268aa3
2021,Fafà Picault,USA,FWMF,29,dbaa10c0
2021,Samuel Piette,CAN,MF,26,bc33c73b
2021,Mauricio Pineda,USA,DFMF,23,e0c17cde
2021,Rodrigo Piñeiro,URU,MF,21,d2a78b5e
2021,Donovan Pines,USA,DF,22,7bd25363
2021,Rodolfo Pizarro,MEX,FWMF,26,4b49ed54
2021,Tomas Pochettino,ARG,MFFW,24,fb36aa6b
2021,Andy Polo,PER,FWMF,26,d886b9b9
2021,Matt Polster,USA,MF,27,d1d418f8
2021,Paxton Pomykal,USA,FWMF,21,c1f0fb45
2021,Justin Portillo,USA,MF,28,b7aa9657
2021,Sunusi Ibrahim,NGA,FW,18,796994e5
2021,Alvas Powell,JAM,DF,26,2f91124d
2021,Alejandro Pozuelo,ESP,MFFW,29,5e1280ff
2021,Jack Price,ENG,MF,28,6217c92d
2021,Ralph Priso-Mbongue,CAN,MF,18,acb3e899
2021,Kacper Przyby?ko,POL,FW,27,4c53a714
2021,Alan Pulido,MEX,FW,29,b3085df7
2021,John Pulskamp,USA,GK,19,6b306c92
2021,Roberto Pun?ec,CRO,DF,29,a97afc61
2021,Andrew Putna,USA,GK,26,5ba8a3f3
2021,Álvaro Quezada,USA,DF,21,621a4365
2021,Facundo Quignon,ARG,MF,27,5b33b84c
2021,Darwin Quintero,COL,MFFW,33,0cc00553
2021,Romell Quioto,HON,FW,29,122e850d
2021,Kaveh Rad,USA,DF,19,ec7cb356
2021,Jukka Raitala,FIN,DF,32,67b054d1
2021,Christian Ramirez,USA,FW,29,316d5521
2021,Ryan Raposo,CAN,MFFW,21,f006a9b3
2021,Rayan Raveloson,MAD,MFDF,24,fb3236a7
2021,Matthew Real,USA,DFMF,21,1c2c030a
2021,Rodney Redes,PAR,FWMF,20,426c3982
2021,Eric Remedi,ARG,MF,25,38e2cbd6
2021,Justin Rennicks,USA,FW,21,0aaa1c04
2021,Andrés Reyes,COL,DF,21,36ab14f5
2021,Yordy Reyna,PER,FWMF,27,eec316d9
2021,Emanuel Reynoso,ARG,MFFW,25,614b26e3
2021,Andrés Ricaurte,COL,MF,29,4db5b8cb
2021,Spencer Richey,USA,GK,28,d9178ea2
2021,Tosaint Ricketts,CAN,FW,33,54769358
2021,Alexander Ring,FIN,MF,29,6c1221d6
2021,Andrés Ríos,ARG,FWMF,31,f825bd33
2021,Damien Rivera,USA,MF,18,2822f3dd
2021,Nigel Robertha,NED,FWMF,22,a94bad97
2021,Miles Robinson,USA,DF,23,782a95d9
2021,Robbie Robinson,USA,FWMF,22,e0dae99f
2021,Tony Rocha,BLZ,MFFW,27,85538cdd
2021,Brian Rodríguez,URU,FWMF,20,c86041d7
2021,Memo Rodriguez,USA,MFFW,25,fc6c6b2b
2021,Santiago Rodríguez,URU,FWMF,21,86dff811
2021,Alex Roldan,SLV,DF,24,1255a82a
2021,Cristian Roldan,USA,MFFW,25,48875649
2021,Jhohan Romaña,COL,DF,22,4e32c2d6
2021,Tomas Romero,SLV,GK,20,3349dcba
2021,David Romney,USA,DF,27,b7b6e781
2021,Eloy Room,CUW,GK,31,6b33d86b
2021,Joseph Rosales,HON,MFFW,20,6a29d06b
2021,Andy Rose,AUS,DF,30,a16d3560
2021,Oriol Rosell,ESP,MF,28,2a17ef3e
2021,Keegan Rosenberry,USA,DF,27,f940c69e
2021,Matheus Rossetto,BRA,MF,24,daf8c775
2021,Diego Rossi,URU,FW,22,a81dba8c
2021,Kelyn Rowe,USA,MFDF,29,cf928adb
2021,Daniel Royer,AUT,FWMF,30,a92a4407
2021,Ruan,BRA,DF,25,f2665f7c
2021,Rubio Rubin,GUA,FW,24,9bad7100
2021,Diego Rubio,CHI,FWMF,27,3f082234
2021,Raúl Ruidíaz,PER,FW,30,7a4296e1
2021,Pablo Ruíz,ARG,MF,22,7368cd70
2021,Albert Rusnák,SVK,MFFW,26,0adeafaa
2021,Johnny Russell,SCO,FW,30,a30e1562
2021,Shea Salinas,USA,DFFW,34,4c10838d
2021,Dániel Sallói,HUN,FW,24,6fcddf5f
2021,Ilie Sánchez,ESP,DFMF,30,72979f65
2021,James Sands,USA,DFMF,20,dccd127f
2021,Sergio Santos Gomes,BRA,FWMF,26,a930b263
2021,Pedro Santos,POR,FWDF,32,789da0f2
2021,C.J. Sapong,USA,FW,32,ef4e4c5d
2021,Rodrigo Schlegel,ARG,DF,23,5bb02df4
2021,Szabolcs Schön,HUN,FW,20,d5ff481a
2021,Kyle Scott,ENG,MF,23,1c24aacf
2021,Dante Sealy,USA,FWMF,17,620ae69c
2021,Eddie Segura,COL,DF,23,c70e3fe0
2021,Chris Seitz,USA,GK,33,8b388dd5
2021,Amar Sejdic,USA,MF,24,43ca2019
2021,Boris Sekuli?,SVK,DF,29,adf26bd4
2021,Brandon Servania,USA,MF,21,4d825a2d
2021,Jacob Shaffelburg,CAN,FWMF,21,339a2561
2021,Ryan Shawcross,ENG,DF,33,285a3d44
2021,Brek Shea,USA,DFFW,30,adb6ae24
2021,Khiry Shelton,USA,FW,27,f935709c
2021,Andre Shinyashiki,BRA,FWMF,25,8c395868
2021,Bobby Shuttleworth,USA,GK,33,4598ac94
2021,Marcelo Silva,URU,DF,31,b9596515
2021,Luke Singh,TRI,DF,20,9ae196a0
2021,Tesho Akindele,CAN,FW,28,897304e5
2021,Jack Skahan,USA,MFDF,22,9c07bdc7
2021,Drew Skundrich,USA,MFFW,25,51f50135
2021,Gaga Slonina,USA,GK,16,c55a846e
2021,Brad Smith,AUS,DF,26,c76c717c
2021,Kimarni Smith,ENG,FW,22,bbbb244b
2021,Kyle Smith,USA,DF,29,9e6b2ec3
2021,Erik Sorga,EST,FW,21,02ba67a2
2021,Santiago Sosa,ARG,MFDF,21,f080dd22
2021,Yeferson Soteldo,VEN,FW,23,bbb6c951
2021,Omar Sowe,GAM,FW,20,310fd6d8
2021,Dayne St. Clair,CAN,GK,23,3f41d25f
2021,Mason Stajduhar,USA,GK,23,f01df62c
2021,Caleb Stanko,USA,MFDF,27,381e52af
2021,Aedan Stanley,USA,DF,21,61cd3bcf
2021,Daniel Steres,USA,DF,30,17c03c76
2021,Luka Stojanovi?,SRB,MF,27,1a892191
2021,Jared Stroud,USA,FWMF,24,5d018899
2021,Aljaž Struna,SVN,DF,30,b82c2982
2021,Brad Stuver,USA,GK,29,6a1940d5
2021,Quinn Sullivan,USA,FWMF,16,92f62cfe
2021,Hunter Sulte,USA,GK,18,92823044
2021,Ben Sweat,USA,DF,29,6937b1ac
2021,Ballou Tabla,CAN,DFMF,21,018bd079
2021,Nkosi Tafari,USA,DF,23,4a07ae31
2021,Ismael Tajouri-Shradi,LBY,FWMF,26,ef4249ff
2021,Andrew Tarbell,USA,GK,27,c5487a34
2021,Amro Tarek,EGY,DF,28,52c930c0
2021,D.J. Taylor,USA,DF,23,ed4dc7f4
2021,Russell Teibert,CAN,MF,28,674befe9
2022,Carlos Terán,COL,DF,22,324509e2
2021,Tanner Tessmann,USA,MF,19,ac277993
2021,Thiago,BRA,FW,20,6adb0b79
2021,Tommy Thompson,USA,DF,25,5f6c69d8
2021,Anton Tinnerholm,SWE,DF,29,0fe96099
2021,Donny Toia,USA,DF,28,d286f965
2021,John Tolkin,USA,DFMF,18,5e88c524
2021,Nouhou Tolo,CMR,DF,23,0796512f
2021,Erick Torres,MEX,FW,28,b7f98460
2021,Joaquín Torres,ARG,FWMF,24,c82dcb70
2021,Dantouma Toure,GUI,FW,16,b5d2014f
2021,Mason Toye,USA,FW,22,0aa41f67
2021,Wil Trapp,USA,MF,28,9bf9391c
2021,Auston Trusty,USA,DF,22,cddf767b
2021,Bill Tuiloma,NZL,DF,25,bf547c54
2021,Cole Turner,USA,DF,19,30ec7b37
2021,Matt Turner,USA,GK,26,4a51ba65
2021,Ema Twumasi,GHA,DF,23,9ca4b140
2021,Przemys?aw Tyto?,POL,GK,34,1fa85681
2021,Victor Ulloa,USA,MFDF,28,e7056f05
2021,Maximiliano Urruti,ARG,FW,29,6c8fb474
2021,Júnior Urso,BRA,MF,31,b40424f1
2021,Zarek Valentin,PUR,DF,29,f0d23e7b
2021,Milton Valenzuela,ARG,DF,22,82318d24
2021,Diego Valeri,ARG,MFFW,34,31da63ad
2021,Gustavo Vallecilla,ECU,DF,21,2ce88662
2021,Florian Valot,FRA,MFDF,27,ad454d78
2021,José Van Rankin,MEX,DF,27,09ce2ebe
2021,Freddy Vargas,VEN,FW,21,3c1e61cf
2021,Obed Vargas,USA,FW,15,9cc1fde4
2021,Indiana Vassilev,USA,FWMF,19,04e195ee
2021,Brandon Vazquez,USA,FW,22,c570cf22
2021,Víctor Vázquez,ESP,MFFW,34,6c564d36
2021,Carlos Vela,MEX,FW,31,e0cd04e0
2021,Matías Vera,ARG,MF,25,fe529f25
2021,Kenneth Vermeer,NED,GK,35,22a94b80
2021,Ranko Veselinovi?,SRB,DF,21,366609b6
2021,Jorge Villafaña,USA,DF,31,32337fb2
2021,Alex Villanueva,USA,DFFW,18,c168f022
2021,Sam Vines,USA,DF,21,2d6e535f
2021,Kai Wagner,GER,DF,23,fdc715d9
2021,Anton Walkes,ENG,DF,23,8a062bba
2021,Rémi Walter,FRA,MF,25,0984c5d5
2021,Victor Wanyama,KEN,MF,29,e0900238
2021,Collen Warner,USA,MF,32,75babbce
2021,Taylor Washington,USA,DF,27,480d3bcc
2021,Joel Waterman,CAN,DF,25,47ddcc22
2021,Patrick Weah,LBR,FW,17,ae2ee5a5
2021,Quentin Westberg,USA,GK,34,5480ae05
2021,Brian White,USA,MFFW,24,54c948de
2021,Augustine Williams,SLE,FW,23,8bb1c744
2021,Derrick Williams,IRL,DF,28,c0a28fbd
2021,Josh Williams,USA,DF,32,06098bfc
2021,Eryk Williamson,USA,MF,23,e0364352
2021,Joe Willis,USA,GK,32,467f09c8
2021,Danny Wilson,SCO,DF,29,9cfe9254
2021,Owen Wolff,USA,MFFW,16,9edc70d6
2021,Tyler Wolff,USA,MFFW,17,0985c282
2021,Chris Wondolowski,USA,FWMF,38,37f46eda
2021,Bobby Wood,USA,FWMF,28,9853983f
2021,Vito Wormgoor,NED,DF,32,31d7acd1
2021,Bradley Wright-Phillips,ENG,FW,35,9bb42ab8
2021,William Yarbrough,USA,GK,31,ec646e88
2021,Dru Yearwood,ENG,MF,20,2eb09121
2021,Griffin Yow,USA,DFFW,18,ddd5cf39
2021,Jackson Yueill,USA,MF,23,7dce16bf
2021,Renzo Zambrano,VEN,MF,26,526bf96c
2021,Gyasi Zardes,USA,FW,29,09ae7f92
2021,Eriq Zavaleta,SLV,DF,28,edbfbb3f
2021,Gedion Zelalem,USA,MF,24,b15ac68f
2021,Lucas Zelarayán,ARM,MF,28,3ce30893
2021,Walker Zimmerman,USA,DF,27,220fa883
2021,Rida Zouhir,CAN,MF,17,e1e65f24
2021,Ethan Zubak,USA,FWMF,22,9f39b6cf
2021,Dario Župari?,BIH,DF,28,c6f99e42
2021,Graham Zusi,USA,DF,34,9ba42447
2021,Guðmundur Þórarinsson,ISL,DF,28,ded30989
2019,Brenden Aaronson,USA,MFFW,18,5bc43860
2019,Saad Abdul-Salaam,USA,DF,27,4705543b
2019,Lalas Abubakar,GHA,DF,24,4a67f05b
2019,David Accam,GHA,FW,28,f5220ece
2019,Bryan Acosta,HON,MF,25,c5f400f4
2019,Danilo Acosta,HON,DF,21,41f720a5
2019,Kellyn Acosta,USA,MF,23,ece10cfe
2019,Luciano Acosta,ARG,MFFW,24,363ba6d7
2019,Mo Adams,ENG,DFMF,22,00362ef7
2019,Fanendo Adi,NGA,FW,28,ae2dd50a
2019,Ali Adnan Kadhim,IRQ,DF,25,06050480
2019,François Affolter,SUI,DF,27,3bab978e
2019,Harrison Afful,GHA,DF,32,7d8ede09
2019,Juan Agudelo,USA,MFFW,26,0cb2115f
2022,Everton Luiz,BRA,MF,34,3799e138
2019,Ayo Akinola,CAN,FWMF,19,214d2406
2019,Fatai Alashe,USA,MFDF,25,eb67fa0a
2019,Nazmi Albadawi,PLE,MF,27,dfa41593
