,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
239,Ian Harkes,us USA,MFFW,D.C. United,22,1995,8,4,352,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,73fdc4c2
240,Jordan Harvey,us USA,DF,Los Angeles FC,34,1984,29,23,2140,23.8,0,0,0,0,0,3,1,0,0,0,0,0,0.4,0.4,1.5,1.8,0.02,0.06,0.08,0.02,0.08,Matches,bb78f8a5
241,Nicolas Hasler,li LIE,DFMF,Chicago Fire,26,1991,10,8,779,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1,0.04,0.08,0.12,0.04,0.12,Matches,bac7a52f
242,Nicolas Hasler,li LIE,DFMF,Toronto FC,26,1991,14,11,943,10.5,0,3,0,0,0,0,0,0,0.29,0.29,0,0.29,1.3,1.3,1.2,2.5,0.12,0.11,0.24,0.12,0.24,Matches,bac7a52f
243,Guillermo Hauché,ar ARG,FWDF,New England,24,1993,4,2,174,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,05ff2f3a
244,Jacori Hayes,us USA,MF,FC Dallas,22,1995,16,10,999,11.1,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.7,0.7,0.9,1.6,0.06,0.08,0.15,0.06,0.15,Matches,d2173b7b
245,Harrison Heath,us USA,MFFW,Minnesota Utd,21,1996,4,1,124,1.4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,af08fa5f
246,Matt Hedges,us USA,DF,FC Dallas,27,1990,33,33,2925,32.5,2,0,2,0,0,8,0,0.06,0,0.06,0.06,0.06,2.2,2.2,0.4,2.6,0.07,0.01,0.08,0.07,0.08,Matches,5e2a4d0e
247,Adam Henley,wls WAL,DFFW,Real Salt Lake,23,1994,5,2,262,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,f50cf139
248,Doneil Henry,ca CAN,DF,Vancouver,24,1993,14,14,1260,14,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0,0.6,0.04,0,0.04,0.04,0.04,Matches,22636117
249,Fabian Herbers,de GER,FWMF,Philadelphia,24,1993,9,5,428,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,0.07,0.09,0.16,0.07,0.16,Matches,5cbf5ccd
250,Zachary Herivaux,ht HAI,MFDF,New England,21,1996,5,2,158,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a2118e42
251,Jason Hernandez,pr PUR,DF,Toronto FC,34,1983,10,7,534,5.9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,19633fcb
252,José Hernández,ve VEN,DF,Atlanta Utd,20,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ab0abffd
253,Aaron Herrera,us USA,DF,Real Salt Lake,20,1997,16,14,1235,13.7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.02,0.02,0,0.02,Matches,d86e3070
254,Yangel Herrera,ve VEN,MF,NYCFC,20,1998,15,13,1111,12.3,0,2,0,0,0,4,0,0,0.16,0.16,0,0.16,1.6,1.6,0.5,2.1,0.14,0.04,0.19,0.14,0.19,Matches,e778654a
255,Federico Higuaín,ar ARG,MF,Columbus Crew,33,1984,30,27,2373,26.4,6,6,3,3,3,5,1,0.23,0.23,0.46,0.11,0.34,6.5,4.2,7.4,11.6,0.25,0.28,0.53,0.16,0.44,Matches,ef8fc24c
256,Cristian Higuita,co COL,MF,Orlando City,24,1994,21,18,1354,15,4,0,4,0,0,6,1,0.27,0,0.27,0.27,0.27,1.4,1.4,1,2.4,0.09,0.07,0.16,0.09,0.16,Matches,0f31b38b
257,Tomas Hilliard-Arce,us USA,DF,LA Galaxy,22,1995,5,4,302,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02,Matches,0d27c86c
258,Danny Hoesen,nl NED,FW,San Jose,27,1991,34,29,2484,27.6,12,3,12,0,0,1,0,0.43,0.11,0.54,0.43,0.54,8.6,8.6,2.6,11.2,0.31,0.09,0.41,0.31,0.41,Matches,5ef1939b
259,Ryan Hollingshead,us USA,DF,FC Dallas,26,1991,18,7,775,8.6,1,2,1,0,0,0,0,0.12,0.23,0.35,0.12,0.35,0.7,0.7,1.2,2,0.09,0.14,0.23,0.09,0.23,Matches,28b58797
260,David Horst,us USA,DF,Real Salt Lake,32,1985,5,3,313,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.06,0.03,0.09,0.06,0.09,Matches,10d5ee91
261,André Horta,pt POR,MF,Los Angeles FC,21,1996,11,3,325,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,0.19,0.05,0.24,0.19,0.24,Matches,951f1739
262,Cédric Hountondji,bj BEN,DF,NYCFC,24,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,00891164
263,Tim Howard,us USA,GK,Colorado Rapids,38,1979,33,33,2899,32.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches,c444465e
264,Erik Hurtado,us USA,FWMF,Vancouver,27,1990,12,4,488,5.4,2,1,2,0,0,0,0,0.37,0.18,0.55,0.37,0.55,1.2,1.2,0.4,1.6,0.22,0.07,0.29,0.22,0.29,Matches,b11e6f2b
265,Baggio Husidi?,ba BIH,MFFW,LA Galaxy,30,1987,7,1,211,2.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,a4db2cd1
266,Jahmir Hyka,al ALB,MFFW,San Jose,29,1988,19,11,912,10.1,3,0,3,0,0,0,0,0.3,0,0.3,0.3,0.3,1.4,1.4,1.3,2.7,0.14,0.13,0.26,0.14,0.26,Matches,844dc9d7
267,Miguel Ibarra,us USA,FWMF,Minnesota Utd,27,1990,33,31,2710,30.1,7,7,7,0,0,4,1,0.23,0.23,0.46,0.23,0.46,6.3,6.3,6.9,13.2,0.21,0.23,0.44,0.21,0.44,Matches,f6756592
268,Romario Ibarra,ec ECU,FWMF,Minnesota Utd,23,1994,9,2,277,3.1,3,0,3,0,0,0,0,0.97,0,0.97,0.97,0.97,2.5,2.5,0.1,2.6,0.82,0.03,0.85,0.82,0.85,Matches,b494ccf5
269,Sebastien Ibeagha,us USA,DF,NYCFC,26,1992,26,18,1724,19.2,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.02,0,0.02,0.02,0.02,Matches,41ba8175
270,Bernie Ibini-Isei,au AUS,MFFW,Vancouver,25,1992,8,6,418,4.6,0,1,0,0,0,0,0,0,0.22,0.22,0,0.22,0.4,0.4,0.4,0.8,0.08,0.08,0.16,0.08,0.16,Matches,afdad265
271,Zlatan Ibrahimovi?,se SWE,FW,LA Galaxy,36,1981,27,24,2142,23.8,22,6,18,4,4,5,1,0.92,0.25,1.18,0.76,1.01,13.6,10.6,3.9,14.5,0.57,0.17,0.74,0.44,0.61,Matches,4cde5509
272,Ibson,br BRA,MF,Minnesota Utd,34,1983,27,23,2100,23.3,4,1,4,0,0,5,0,0.17,0.04,0.21,0.17,0.21,3.3,3.3,1.5,4.8,0.14,0.07,0.21,0.14,0.21,Matches,8a7c22ca
273,Ilsinho,br BRA,FWMF,Philadelphia,32,1985,23,9,989,11,6,2,5,1,1,1,0,0.55,0.18,0.73,0.46,0.64,2.1,1.4,1.5,2.8,0.19,0.13,0.33,0.12,0.26,Matches,aa8683ae
274,Jo Inge Berget,no NOR,FWMF,NYCFC,27,1990,23,19,1560,17.3,4,3,4,0,0,1,0,0.23,0.17,0.4,0.23,0.4,5.6,5.6,2.5,8.2,0.34,0.16,0.5,0.34,0.5,Matches,f512a009
275,Clint Irwin,us USA,GK,Toronto FC,28,1989,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c1205184
276,Andreas Ivan,ro ROU,FW,NY Red Bulls,23,1995,9,1,192,2.1,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.7,0.9,0.1,0.33,0.44,0.1,0.44,Matches,8bf58a80
277,R. J. Allen,us USA,DF,Orlando City,27,1990,18,10,971,10.8,0,1,0,0,0,2,0,0,0.09,0.09,0,0.09,0.2,0.2,1.1,1.2,0.01,0.1,0.11,0.01,0.11,Matches,04dd366f
278,Niki Jackson,us USA,FWMF,Colorado Rapids,22,1995,15,1,441,4.9,3,0,3,0,0,4,1,0.61,0,0.61,0.61,0.61,1.6,1.6,0.1,1.7,0.32,0.02,0.34,0.32,0.34,Matches,c194d248
279,Anthony Jackson-Hamel,ca CAN,FW,Montreal Impact,24,1993,16,6,584,6.5,2,0,2,0,0,0,0,0.31,0,0.31,0.31,0.31,2,2,0.3,2.4,0.31,0.05,0.36,0.31,0.36,Matches,c9871e2b
280,Modou Jadama,us USA,DF,Portland Timbers,23,1994,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.18,0,0.18,0.18,0.18,Matches,0cbd9569
281,Adam Jahn,us USA,FWMF,Columbus Crew,27,1991,8,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.02,0.23,0.2,0.23,Matches,6afa14fb
282,Dejan Jakovic,ca CAN,DF,Los Angeles FC,32,1985,15,13,1148,12.8,0,0,0,0,0,2,1,0,0,0,0,0,0.4,0.4,0,0.4,0.03,0,0.03,0.03,0.03,Matches,01d36542
283,Bradford Jamieson IV,us USA,MFFW,LA Galaxy,21,1996,6,3,272,3,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.2,0.9,0.25,0.05,0.3,0.25,0.3,Matches,21996ff4
284,Lucas Janson,ar ARG,FWMF,Toronto FC,23,1994,11,8,818,9.1,4,2,4,0,0,0,0,0.44,0.22,0.66,0.44,0.66,4.1,4.1,1.4,5.5,0.45,0.15,0.6,0.45,0.6,Matches,f3f2db7a
285,Jared Jeffrey,us USA,MFFW,D.C. United,27,1990,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,90259d59
286,Hector Jiménez,us USA,DF,Columbus Crew,29,1988,11,7,657,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.02,0.03,0.05,0.02,0.05,Matches,2dc1e90e
287,Daniel Johnson,us USA,DFFW,Chicago Fire,22,1995,7,3,262,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0.01,0.05,0.04,0.05,Matches,c91b5155
288,Sean Johnson,us USA,GK,NYCFC,28,1989,32,32,2880,32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c164335e
289,Will Johnson,ca CAN,MFDF,Orlando City,31,1987,28,26,2187,24.3,1,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,2.9,2.9,0.8,3.7,0.12,0.03,0.15,0.12,0.15,Matches,83d80410
290,Derrick Jones,us USA,MF,Philadelphia,20,1997,12,3,393,4.4,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.05,0.01,0.06,0.05,0.06,Matches,93c92d6c
291,Marcel de Jong,ca CAN,DF,Vancouver,31,1986,19,17,1389,15.4,0,2,0,0,0,3,0,0,0.13,0.13,0,0.13,0.2,0.2,1.3,1.5,0.01,0.09,0.1,0.01,0.1,Matches,ff89334e
292,Efraín Juárez,mx MEX,MF,Vancouver,29,1988,16,14,1157,12.9,0,1,0,0,0,4,2,0,0.08,0.08,0,0.08,0.7,0.7,1.3,2,0.05,0.1,0.15,0.05,0.15,Matches,8c1b4056
293,Florian Jungwirth,de GER,DFMF,San Jose,29,1989,31,27,2401,26.7,3,4,3,0,0,4,0,0.11,0.15,0.26,0.11,0.26,2.1,2.1,1.7,3.9,0.08,0.07,0.14,0.08,0.14,Matches,f179c207
294,Kaku,py PAR,MF,NY Red Bulls,23,1995,30,29,2410,26.8,6,10,4,2,3,5,0,0.22,0.37,0.6,0.15,0.52,5.5,3.3,6.1,9.4,0.21,0.23,0.44,0.12,0.35,Matches,cb01ad74
295,Brent Kallman,us USA,DF,Minnesota Utd,27,1990,24,22,1953,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,0.04,0.02,0.05,0.04,0.05,Matches,2b24702b
296,Kei Kamara,sl SLE,FW,Vancouver,33,1984,28,24,2165,24.1,14,5,11,3,3,5,0,0.58,0.21,0.79,0.46,0.67,15,12.7,2.7,15.4,0.62,0.11,0.73,0.53,0.64,Matches,6e3f3809
297,Ola Kamara,no NOR,FW,LA Galaxy,28,1989,31,30,2689,29.9,14,2,14,0,0,2,0,0.47,0.07,0.54,0.47,0.54,12.8,12.8,4.6,17.4,0.43,0.15,0.58,0.43,0.58,Matches,e134351a
298,Alec Kann,us USA,GK,Atlanta Utd,27,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4a8af93c
299,Johan Kappelhof,nl NED,DF,Chicago Fire,27,1990,29,29,2603,28.9,0,2,0,0,0,9,1,0,0.07,0.07,0,0.07,0.2,0.2,0.3,0.5,0.01,0.01,0.02,0.01,0.02,Matches,465015a5
300,Guram Kashia,ge GEO,DF,San Jose,30,1987,12,12,1080,12,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Matches,a81f4896
301,Aleksandar Katai,rs SRB,FWMF,Chicago Fire,26,1991,33,27,2426,27,12,3,12,0,0,6,0,0.45,0.11,0.56,0.45,0.56,7.5,7.5,4.8,12.4,0.28,0.18,0.46,0.28,0.46,Matches,d5127c3f
302,Mark-Anthony Kaye,ca CAN,MF,Los Angeles FC,23,1994,20,20,1573,17.5,2,3,2,0,0,3,0,0.11,0.17,0.29,0.11,0.29,1.8,1.8,3.2,5,0.11,0.19,0.3,0.11,0.3,Matches,36a38acd
303,Kim Kee-hee,kr KOR,DF,Seattle,28,1989,29,28,2442,27.1,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.8,1.3,0.02,0.03,0.05,0.02,0.05,Matches,46c6ba76
304,Dane Kelly,jm JAM,MF,D.C. United,26,1991,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0ff79542
305,Jon Kempin,us USA,GK,Columbus Crew,24,1993,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,063adc5e
306,Perry Kitchen,us USA,MF,LA Galaxy,25,1992,31,27,2337,26,0,0,0,0,0,7,0,0,0,0,0,0,0.7,0.7,0.2,0.8,0.03,0.01,0.03,0.03,0.03,Matches,19ec49ee
307,Emrah Klimenta,me MNE,DF,LA Galaxy,26,1991,2,2,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2d1a053d
308,Sacha Kljestan,us USA,MFFW,Orlando City,32,1985,30,29,2518,28,6,5,4,2,3,4,0,0.21,0.18,0.39,0.14,0.32,6.5,4.2,6.4,10.6,0.23,0.23,0.46,0.15,0.38,Matches,73682895
309,Brad Knighton,us USA,GK,New England,32,1985,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9903a3cb
310,Aaron Kovar,us USA,FWMF,Los Angeles FC,24,1993,11,7,522,5.8,0,2,0,0,0,0,0,0,0.34,0.34,0,0.34,1.3,1.3,1.1,2.3,0.22,0.19,0.4,0.22,0.4,Matches,c08ff22d
311,Kevin Kratz,de GER,MFFW,Atlanta Utd,31,1987,27,2,519,5.8,2,0,2,0,0,0,0,0.35,0,0.35,0.35,0.35,1,1,0.5,1.5,0.18,0.08,0.26,0.18,0.26,Matches,efb1f5cf
312,Damir Kreilach,hr CRO,MFFW,Real Salt Lake,28,1989,33,31,2779,30.9,12,4,12,0,0,5,0,0.39,0.13,0.52,0.39,0.52,8.9,8.9,2.3,11.2,0.29,0.07,0.36,0.29,0.36,Matches,068be155
313,Ken Krolicki,us USA,MF,Montreal Impact,21,1996,24,18,1585,17.6,0,0,0,0,0,5,0,0,0,0,0,0,1.1,1.1,0.5,1.6,0.06,0.03,0.09,0.06,0.09,Matches,067ea004
314,Ethan Kutler,us USA,DFFW,NY Red Bulls,22,1995,4,1,102,1.1,0,1,0,0,0,0,0,0,0.88,0.88,0,0.88,0,0,0.4,0.5,0.03,0.38,0.41,0.03,0.41,Matches,ad459a23
315,Wan Kuzain,my MAS,MF,Sporting KC,19,1998,6,3,310,3.4,1,0,1,0,0,1,0,0.29,0,0.29,0.29,0.29,0.4,0.4,0,0.4,0.1,0,0.1,0.1,0.1,Matches,599cabcc
316,Connor Lade,us USA,DF,NY Red Bulls,28,1989,21,15,1318,14.6,0,1,0,0,0,3,0,0,0.07,0.07,0,0.07,0.3,0.3,2.4,2.7,0.02,0.16,0.19,0.02,0.19,Matches,3629e2e6
317,Roland Lamah,be BEL,FWMF,FC Dallas,30,1987,29,21,1859,20.7,8,5,8,0,1,4,0,0.39,0.24,0.63,0.39,0.63,5.3,4.6,4.1,8.6,0.26,0.2,0.46,0.22,0.42,Matches,336a36fb
318,Matt Lampson,us USA,GK,Minnesota Utd,28,1989,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,44a7dc84
319,Jeff Larentowicz,us USA,MFDF,Atlanta Utd,34,1983,34,33,2769,30.8,1,2,1,0,0,6,0,0.03,0.07,0.1,0.03,0.1,1.5,1.5,0.3,1.8,0.05,0.01,0.06,0.05,0.06,Matches,0c3f9d7f
320,Richie Laryea,ca CAN,MFFW,Orlando City,23,1995,9,2,258,2.9,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.2,0.6,0.11,0.08,0.2,0.11,0.2,Matches,276fdbe4
321,Ariel Lassiter,cr CRC,FW,LA Galaxy,23,1994,7,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.47,0.04,0.5,0.47,0.5,Matches,bd7b916c
322,Kemar Lawrence,jm JAM,DF,NY Red Bulls,25,1992,28,27,2436,27.1,2,1,2,0,0,1,0,0.07,0.04,0.11,0.07,0.11,0.7,0.7,1.6,2.3,0.02,0.06,0.08,0.02,0.08,Matches,80be3efe
323,Kelvin Leerdam,sr SUR,DF,Seattle,27,1990,26,24,1957,21.7,0,4,0,0,0,4,1,0,0.18,0.18,0,0.18,0.4,0.4,2.9,3.4,0.02,0.14,0.15,0.02,0.15,Matches,d8b47705
324,Michael de Leeuw,nl NED,FWMF,Chicago Fire,31,1986,9,5,451,5,2,1,2,0,0,1,0,0.4,0.2,0.6,0.4,0.6,2.3,2.3,0.5,2.9,0.47,0.1,0.57,0.47,0.57,Matches,4ff1c40c
325,Brooks Lennon,us USA,DF,Real Salt Lake,20,1997,33,32,2847,31.6,0,4,0,0,0,7,0,0,0.13,0.13,0,0.13,0.4,0.4,3.2,3.6,0.01,0.1,0.11,0.01,0.11,Matches,ec80ba72
326,Leonardo,br BRA,DF,Houston Dynamo,29,1988,24,19,1773,19.7,1,0,1,0,0,4,0,0.05,0,0.05,0.05,0.05,0.2,0.2,0.1,0.3,0.01,0,0.01,0.01,0.01,Matches,5cd8318a
327,Brett Levis,ca CAN,DF,Vancouver,24,1993,14,13,953,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.05,0.05,0,0.05,Matches,b338a233
328,Jonathan Lewis,us USA,FWMF,NYCFC,20,1997,14,0,232,2.6,1,2,1,0,0,0,0,0.39,0.78,1.16,0.39,1.16,1,1,1.7,2.7,0.39,0.67,1.06,0.39,1.06,Matches,2501eb59
329,Grant Lillard,us USA,DF,Chicago Fire,22,1995,8,6,564,6.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2fcc0f5f
330,Nick Lima,us USA,DF,San Jose,23,1994,34,34,3048,33.9,2,2,2,0,0,2,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,3,3.5,0.02,0.09,0.1,0.02,0.1,Matches,959686eb
331,Cameron Lindley,us USA,MF,Orlando City,20,1997,3,3,200,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0.02,0.03,0.05,0.02,0.05,Matches,f03a0471
332,Jaylin Lindsey,us USA,DF,Sporting KC,17,2000,7,6,554,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.8,0.06,0.07,0.14,0.06,0.14,Matches,83cb6e59
333,Sebastian Lletget,us USA,MF,LA Galaxy,25,1992,28,21,1878,20.9,3,1,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,2.6,2.6,2.3,4.9,0.12,0.11,0.24,0.12,0.24,Matches,73019c31
334,Cristian Lobato,es ESP,DFFW,Sporting KC,28,1989,7,3,328,3.6,2,0,2,0,0,0,0,0.55,0,0.55,0.55,0.55,1.2,1.2,0.4,1.6,0.33,0.11,0.44,0.33,0.44,Matches,a7ac9c6d
335,Nicolás Lodeiro,uy URU,MFFW,Seattle,28,1989,27,27,2428,27,8,12,3,5,5,3,0,0.3,0.44,0.74,0.11,0.56,6.5,2.7,10,12.7,0.24,0.37,0.61,0.1,0.47,Matches,fe81d0d1
336,Aaron Long,us USA,DF,NY Red Bulls,25,1992,34,31,2808,31.2,3,1,3,0,0,1,0,0.1,0.03,0.13,0.1,0.13,1.7,1.7,0.4,2.1,0.05,0.01,0.07,0.05,0.07,Matches,46b89640
337,Luis López Fernández,hn HON,GK,Los Angeles FC,24,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,69ed2fcc
338,Ricky Lopez-Espin,us USA,FW,Real Salt Lake,22,1995,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.34,0,0.34,0.34,0.34,Matches,8924f8d3
339,Daniel Lovitz,us USA,DF,Montreal Impact,26,1991,31,29,2650,29.4,1,3,1,0,0,3,1,0.03,0.1,0.14,0.03,0.14,1.3,1.3,3.4,4.6,0.04,0.11,0.16,0.04,0.16,Matches,db97d838
340,Jorge Luis Corrales,cu CUB,DF,Chicago Fire,26,1991,17,15,1293,14.4,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.7,0.9,0.01,0.05,0.06,0.01,0.06,Matches,bb67b6b0
341,Luis Silva,mx MEX,FW,Real Salt Lake,29,1988,19,9,814,9,5,0,4,1,1,0,0,0.55,0,0.55,0.44,0.44,4.3,3.5,1.1,4.6,0.47,0.12,0.6,0.39,0.51,Matches,0a8be4f8
342,Adam Lundqvist,se SWE,DF,Houston Dynamo,23,1994,16,12,1202,13.4,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,1.1,1.3,0.01,0.08,0.09,0.01,0.09,Matches,91769a24
343,Larrys Mabiala,cd COD,DF,Portland Timbers,30,1987,31,31,2744,30.5,5,1,5,0,0,5,0,0.16,0.03,0.2,0.16,0.2,2.5,2.5,0.2,2.8,0.08,0.01,0.09,0.08,0.09,Matches,5bdec47f
344,Adolfo Machado,pa PAN,DF,Houston Dynamo,32,1985,21,18,1697,18.9,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.5,0.7,0.01,0.03,0.03,0.01,0.03,Matches,fc29a3a8
345,Cristhian Machado,bo BOL,MF,New England,27,1990,3,2,119,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9351aad5
346,Zac MacMath,us USA,GK,Colorado Rapids,26,1991,2,1,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.12,0.12,0,0.12,Matches,06caac45
347,Calum Mallace,sct SCO,MFFW,Los Angeles FC,28,1990,5,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.06,0.27,0.33,0.06,0.33,Matches,5767fe13
348,Connor Maloney,us USA,DF,Columbus Crew,22,1995,1,0,29,0.3,0,1,0,0,0,1,0,0,3.1,3.1,0,3.1,0,0,0.2,0.2,0,0.47,0.47,0,0.47,Matches,05ad7458
349,Michael Mancienne,sc SEY,DF,New England,30,1988,10,10,900,10,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches,2db3ae0a
350,Matteo Mancosu,it ITA,FW,Montreal Impact,33,1984,20,14,1097,12.2,3,0,3,0,0,1,0,0.25,0,0.25,0.25,0.25,3.6,3.6,0.6,4.3,0.3,0.05,0.35,0.3,0.35,Matches,235fab68
351,Carter Manley,us USA,DF,Minnesota Utd,21,1996,8,4,505,5.6,0,1,0,0,0,0,0,0,0.18,0.18,0,0.18,0,0,0.1,0.1,0,0.02,0.02,0,0.02,Matches,a99e9900
352,Mauro Manotas,co COL,FW,Houston Dynamo,22,1995,33,30,2627,29.2,19,0,17,2,2,1,0,0.65,0,0.65,0.58,0.58,15.9,14.3,4.3,18.6,0.54,0.15,0.69,0.49,0.64,Matches,89a5efd3
353,J.T. Marcinkowski,us USA,GK,San Jose,20,1997,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,977791f4
354,Stefan Marinovic,nz NZL,GK,Vancouver,26,1991,24,24,2160,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,581cfcab
355,Chad Marshall,us USA,DF,Seattle,33,1984,30,30,2582,28.7,4,1,4,0,0,0,1,0.14,0.03,0.17,0.14,0.17,2,2,0.5,2.5,0.07,0.02,0.09,0.07,0.09,Matches,ba82008e
356,Collin Martin,us USA,MFFW,Minnesota Utd,23,1994,12,5,521,5.8,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07,Matches,027c0f1a
357,Cristian Martínez,pa PAN,FW,Columbus Crew,20,1997,14,11,835,9.3,0,2,0,0,0,1,0,0,0.22,0.22,0,0.22,1.3,1.3,1.2,2.4,0.14,0.12,0.26,0.14,0.26,Matches,fdb15495
358,Enzo Martínez,uy URU,MF,Colorado Rapids,27,1990,22,15,1407,15.6,0,3,0,0,0,4,0,0,0.19,0.19,0,0.19,0.9,0.9,1.9,2.8,0.06,0.12,0.18,0.06,0.18,Matches,e41bbc5d
359,Josef Martínez,ve VEN,FW,Atlanta Utd,24,1993,34,34,2886,32.1,31,5,23,8,9,1,0,0.97,0.16,1.12,0.72,0.87,29.9,23.1,4.7,27.8,0.93,0.15,1.08,0.72,0.87,Matches,e73f0aa1
360,Tomás Martínez,ar ARG,MF,Houston Dynamo,22,1995,32,31,2438,27.1,5,7,5,0,0,5,1,0.18,0.26,0.44,0.18,0.44,6,6,4.8,10.8,0.22,0.18,0.4,0.22,0.4,Matches,cc6cf17f
